Student_ID,Gender,Status,Course_Subject_Name,Grade,GWA,Semester,College,Year
532CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,2.0,1sem,CCST,2024-2025
30CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.83,1sem,CCST,2024-2025
979CCSTY320242025,0,REGULAR,Data Management and Warehousing,1.0,2.17,1sem,CCST,2024-2025
479CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,1.67,1sem,CCST,2024-2025
824CCSTY320242025,0,REGULAR,Data Management and Warehousing,1.0,2.58,1sem,CCST,2024-2025
115CCSTY320242025,0,REGULAR,Software Engineering 1,1.0,2.08,1sem,CCST,2024-2025
545CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.83,1sem,CCST,2024-2025
1020CCSTY320242025,1,REGULAR,Object Oriented Programmming,1.0,0.0,1sem,CCST,2024-2025
816CCSTY320242025,1,REGULAR,Data Ethics and Governance (DS Elective 1),1.0,1.67,1sem,CCST,2024-2025
476CCSTY320242025,1,REGULAR,Business Intellligence,1.0,1.75,1sem,CCST,2024-2025
8CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,2.0,1sem,CCST,2024-2025
807CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,1.75,1sem,CCST,2024-2025
321CCSTY320242025,0,REGULAR,Computational Statistics,1.0,1.5,1sem,CCST,2024-2025
12CCSTY320242025,0,REGULAR,Software Engineering 1,1.0,1.75,1sem,CCST,2024-2025
529CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.17,1sem,CCST,2024-2025
930CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,2.25,1sem,CCST,2024-2025
511CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,2.42,1sem,CCST,2024-2025
879CCSTY320242025,1,REGULAR,Exploratory Data Analysis,1.0,2.33,1sem,CCST,2024-2025
738CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.0,1.92,1sem,CCST,2024-2025
920CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,2.17,1sem,CCST,2024-2025
884CCSTY320242025,1,REGULAR,Exploratory Data Analysis,1.0,2.17,1sem,CCST,2024-2025
460CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.5,1sem,CCST,2024-2025
681CCSTY320242025,0,REGULAR,Data Ethics and Governance (DS Elective 1),1.0,2.08,1sem,CCST,2024-2025
1028CCSTY320242025,1,REGULAR,Computational Statistics,1.0,0.0,1sem,CCST,2024-2025
864CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,1.92,1sem,CCST,2024-2025
473CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.83,1sem,CCST,2024-2025
186CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,2.08,1sem,CCST,2024-2025
1028CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,0.0,1sem,CCST,2024-2025
72CCSTY320242025,0,REGULAR,Software Engineering 1,1.0,1.75,1sem,CCST,2024-2025
414CCSTY320242025,1,REGULAR,Computational Statistics,1.0,1.58,1sem,CCST,2024-2025
966CCSTY320242025,0,REGULAR,Data Ethics and Governance (DS Elective 1),1.0,1.75,1sem,CCST,2024-2025
1002CCSTY320242025,0,REGULAR,Computational Statistics,1.0,1.67,1sem,CCST,2024-2025
631CCSTY320242025,1,REGULAR,Exploratory Data Analysis,1.0,1.83,1sem,CCST,2024-2025
53CCSTY320242025,1,REGULAR,Computational Statistics,1.0,1.67,1sem,CCST,2024-2025
102CCSTY320242025,1,REGULAR,Business Intellligence,1.0,1.83,1sem,CCST,2024-2025
79CCSTY320242025,0,REGULAR,Software Engineering 1,1.0,2.0,1sem,CCST,2024-2025
421CCSTY320242025,0,REGULAR,Computational Statistics,1.0,1.92,1sem,CCST,2024-2025
776CCSTY320242025,0,REGULAR,Data Management and Warehousing,1.0,2.25,1sem,CCST,2024-2025
273CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,2.17,1sem,CCST,2024-2025
445CCSTY320242025,1,REGULAR,Computational Statistics,1.0,1.33,1sem,CCST,2024-2025
31CCSTY320242025,0,REGULAR,Computational Statistics,1.0,1.42,1sem,CCST,2024-2025
1013CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,1.92,1sem,CCST,2024-2025
299CCSTY320242025,0,REGULAR,Exploratory Data Analysis,1.0,2.08,1sem,CCST,2024-2025
824CCSTY320242025,0,REGULAR,Software Engineering 1,1.0,2.58,1sem,CCST,2024-2025
236CCSTY320242025,1,REGULAR,Computational Statistics,1.0,1.83,1sem,CCST,2024-2025
83CCSTY320242025,0,REGULAR,Software Engineering 1,1.0,1.92,1sem,CCST,2024-2025
509CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.75,1sem,CCST,2024-2025
492CCSTY320242025,0,REGULAR,Business Intellligence,1.0,1.67,1sem,CCST,2024-2025
31CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.0,1.42,1sem,CCST,2024-2025
17CCSTY320242025,0,REGULAR,Computational Statistics,1.0,1.67,1sem,CCST,2024-2025
914CCSTY320242025,1,REGULAR,Data Ethics and Governance (DS Elective 1),1.0,1.75,1sem,CCST,2024-2025
58CCSTY320242025,1,REGULAR,Software Engineering 1,1.0,2.0,1sem,CCST,2024-2025
996CCSTY320242025,1,REGULAR,Exploratory Data Analysis,1.0,2.0,1sem,CCST,2024-2025
555CCSTY320242025,1,REGULAR,Data Ethics and Governance (DS Elective 1),1.0,1.75,1sem,CCST,2024-2025
930CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,2.25,1sem,CCST,2024-2025
425CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,2.17,1sem,CCST,2024-2025
666CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.67,1sem,CCST,2024-2025
916CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,2.0,1sem,CCST,2024-2025
607CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.0,1sem,CCST,2024-2025
396CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,1.67,1sem,CCST,2024-2025
614CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.92,1sem,CCST,2024-2025
923CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,1.75,1sem,CCST,2024-2025
6CCSTY320242025,0,REGULAR,Software Engineering 1,1.25,2.17,1sem,CCST,2024-2025
693CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.92,1sem,CCST,2024-2025
920CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,2.17,1sem,CCST,2024-2025
75CCSTY320242025,0,REGULAR,Data Ethics and Governance (DS Elective 1),1.25,1.58,1sem,CCST,2024-2025
388CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.0,1sem,CCST,2024-2025
866CCSTY320242025,1,REGULAR,Computational Statistics,1.25,1.83,1sem,CCST,2024-2025
724CCSTY320242025,0,REGULAR,Business Intellligence,1.25,1.58,1sem,CCST,2024-2025
63CCSTY320242025,1,REGULAR,Data Ethics and Governance (DS Elective 1),1.25,1.83,1sem,CCST,2024-2025
27CCSTY320242025,1,REGULAR,Software Engineering 1,1.25,2.0,1sem,CCST,2024-2025
960CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,2.0,1sem,CCST,2024-2025
827CCSTY320242025,1,REGULAR,Computational Statistics,1.25,1.5,1sem,CCST,2024-2025
42CCSTY320242025,0,REGULAR,Software Engineering 1,1.25,2.17,1sem,CCST,2024-2025
623CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.25,1sem,CCST,2024-2025
497CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.0,1sem,CCST,2024-2025
28CCSTY320242025,1,REGULAR,Software Engineering 1,1.25,2.5,1sem,CCST,2024-2025
621CCSTY320242025,1,REGULAR,Object Oriented Programmming,1.25,2.58,1sem,CCST,2024-2025
631CCSTY320242025,1,REGULAR,Object Oriented Programmming,1.25,1.83,1sem,CCST,2024-2025
66CCSTY320242025,0,REGULAR,Data Ethics and Governance (DS Elective 1),1.25,1.83,1sem,CCST,2024-2025
744CCSTY320242025,1,REGULAR,Business Intellligence,1.25,1.58,1sem,CCST,2024-2025
620CCSTY320242025,1,REGULAR,Object Oriented Programmming,1.25,2.42,1sem,CCST,2024-2025
498CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.0,1sem,CCST,2024-2025
969CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,1.83,1sem,CCST,2024-2025
640CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.25,1sem,CCST,2024-2025
941CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,2.42,1sem,CCST,2024-2025
945CCSTY320242025,0,REGULAR,Data Management and Warehousing,1.25,1.83,1sem,CCST,2024-2025
488CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.0,1sem,CCST,2024-2025
833CCSTY320242025,0,REGULAR,Computational Statistics,1.25,2.08,1sem,CCST,2024-2025
644CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.58,1sem,CCST,2024-2025
838CCSTY320242025,0,REGULAR,Computational Statistics,1.25,1.83,1sem,CCST,2024-2025
617CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.83,1sem,CCST,2024-2025
734CCSTY320242025,0,REGULAR,Business Intellligence,1.25,1.67,1sem,CCST,2024-2025
615CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.83,1sem,CCST,2024-2025
505CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,2.08,1sem,CCST,2024-2025
60CCSTY320242025,1,REGULAR,Data Ethics and Governance (DS Elective 1),1.25,1.75,1sem,CCST,2024-2025
933CCSTY320242025,1,REGULAR,Data Management and Warehousing,1.25,1.92,1sem,CCST,2024-2025
635CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.83,1sem,CCST,2024-2025
357CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,2.25,1sem,CCST,2024-2025
697CCSTY320242025,1,REGULAR,Object Oriented Programmming,1.25,2.08,1sem,CCST,2024-2025
43CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,2.0,1sem,CCST,2024-2025
238CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,2.08,1sem,CCST,2024-2025
1025CCSTY320242025,1,REGULAR,Computational Statistics,1.25,0.0,1sem,CCST,2024-2025
651CCSTY320242025,0,REGULAR,Business Intellligence,1.25,1.67,1sem,CCST,2024-2025
811CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.17,1sem,CCST,2024-2025
1022CCSTY320242025,0,REGULAR,Computational Statistics,1.25,0.0,1sem,CCST,2024-2025
56CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.17,1sem,CCST,2024-2025
952CCSTY320242025,1,REGULAR,Computational Statistics,1.25,1.75,1sem,CCST,2024-2025
909CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.17,1sem,CCST,2024-2025
185CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.0,1sem,CCST,2024-2025
181CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,1.83,1sem,CCST,2024-2025
637CCSTY320242025,1,REGULAR,Business Intellligence,1.25,2.08,1sem,CCST,2024-2025
835CCSTY320242025,1,REGULAR,Object Oriented Programmming,1.25,2.08,1sem,CCST,2024-2025
1016CCSTY320242025,1,REGULAR,Computational Statistics,1.25,0.0,1sem,CCST,2024-2025
802CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,1.67,1sem,CCST,2024-2025
594CCSTY320242025,0,REGULAR,Business Intellligence,1.25,1.83,1sem,CCST,2024-2025
847CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.33,1sem,CCST,2024-2025
596CCSTY320242025,0,REGULAR,Business Intellligence,1.25,1.75,1sem,CCST,2024-2025
71CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,1.92,1sem,CCST,2024-2025
132CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,1.83,1sem,CCST,2024-2025
984CCSTY320242025,1,REGULAR,Computational Statistics,1.25,1.33,1sem,CCST,2024-2025
125CCSTY320242025,0,REGULAR,Design and Analysis of Algorithm,1.25,2.25,1sem,CCST,2024-2025
87CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,1.67,1sem,CCST,2024-2025
89CCSTY320242025,1,REGULAR,Design and Analysis of Algorithm,1.25,2.08,1sem,CCST,2024-2025
882CCSTY320242025,0,REGULAR,Object Oriented Programmming,1.25,2.0,1sem,CCST,2024-2025
