Year_Numeric,Sem_Numeric,College,Course,Year_Level,Year_Level_Num,Perf_Band,Count,Total,Pct
2024.0,1,CCST,Bachelor of Science in Computer Science,2nd Year,2,Failing,8,159,5.03
2024.0,1,CCST,Bachelor of Science in Computer Science,2nd Year,2,Good,53,159,33.33
2024.0,2,CCST,Bachelor of Science in Computer Science,2nd Year,2,Average,15,155,9.68
2024.0,2,CCST,Bachelor of Science in Computer Science,2nd Year,2,Below Average,4,155,2.58
2024.0,2,CCST,Bachelor of Science in Computer Science,2nd Year,2,Excellent,69,155,44.52
2024.0,2,CCST,Bachelor of Science in Computer Science,2nd Year,2,Failing,10,155,6.45
2024.0,2,CCST,Bachelor of Science in Computer Science,2nd Year,2,Good,57,155,36.77
2022.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Average,30,131,22.9
2022.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Below Average,6,131,4.58
2022.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Excellent,8,131,6.11
2022.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Failing,7,131,5.34
2022.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Good,80,131,61.07
2022.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Average,9,133,6.77
2022.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Below Average,2,133,1.5
2022.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Excellent,41,133,30.83
2022.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Failing,3,133,2.26
2022.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Good,78,133,58.65
2023.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Average,6,69,8.7
2023.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Below Average,1,69,1.45
2023.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Excellent,30,69,43.48
2023.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Failing,3,69,4.35
2023.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Good,29,69,42.03
2023.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Average,2,68,2.94
2023.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Excellent,31,68,45.59
2023.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Failing,2,68,2.94
2023.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Good,33,68,48.53
2024.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Average,8,88,9.09
2024.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Below Average,4,88,4.55
2024.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Excellent,10,88,11.36
2024.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Failing,7,88,7.95
2024.0,1,CCST,Bachelor of Science in Computer Science,3rd Year,3,Good,59,88,67.05
2024.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Average,8,83,9.64
2024.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Below Average,2,83,2.41
2024.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Excellent,32,83,38.55
2024.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Failing,5,83,6.02
2024.0,2,CCST,Bachelor of Science in Computer Science,3rd Year,3,Good,36,83,43.37
2022.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Average,2,59,3.39
2022.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Below Average,1,59,1.69
2022.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Excellent,17,59,28.81
2022.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Failing,1,59,1.69
2022.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Good,38,59,64.41
2022.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Average,2,59,3.39
2022.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Excellent,25,59,42.37
2022.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Failing,1,59,1.69
2022.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Good,31,59,52.54
2023.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Average,8,134,5.97
2023.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Below Average,1,134,0.75
2023.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Excellent,61,134,45.52
2023.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Failing,7,134,5.22
2023.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Good,57,134,42.54
2023.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Average,9,130,6.92
2023.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Below Average,3,130,2.31
2023.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Excellent,80,130,61.54
2023.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Failing,3,130,2.31
2023.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Good,35,130,26.92
2024.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Average,1,69,1.45
2024.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Below Average,1,69,1.45
2024.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Excellent,45,69,65.22
2024.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Failing,2,69,2.9
2024.0,1,CCST,Bachelor of Science in Computer Science,4th Year,4,Good,20,69,28.99
2024.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Average,2,69,2.9
2024.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Below Average,1,69,1.45
2024.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Excellent,41,69,59.42
2024.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Failing,4,69,5.8
2024.0,2,CCST,Bachelor of Science in Computer Science,4th Year,4,Good,21,69,30.43
2023.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Average,4,39,10.26
2023.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Excellent,7,39,17.95
2023.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Failing,4,39,10.26
2023.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Good,24,39,61.54
2023.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Average,4,37,10.81
2023.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Below Average,2,37,5.41
2023.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Excellent,12,37,32.43
2023.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Failing,4,37,10.81
2023.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Good,15,37,40.54
2024.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Average,1,18,5.56
2024.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Below Average,1,18,5.56
2024.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Excellent,8,18,44.44
2024.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Failing,1,18,5.56
2024.0,1,CCST,Bachelor of Science in Data Science,1st Year,1,Good,7,18,38.89
2024.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Average,3,17,17.65
2024.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Below Average,1,17,5.88
2024.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Excellent,5,17,29.41
2024.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Failing,2,17,11.76
2024.0,2,CCST,Bachelor of Science in Data Science,1st Year,1,Good,6,17,35.29
2024.0,1,CCST,Bachelor of Science in Data Science,2nd Year,2,Average,1,33,3.03
2024.0,1,CCST,Bachelor of Science in Data Science,2nd Year,2,Below Average,1,33,3.03
2024.0,1,CCST,Bachelor of Science in Data Science,2nd Year,2,Excellent,23,33,69.7
2024.0,1,CCST,Bachelor of Science in Data Science,2nd Year,2,Failing,1,33,3.03
2024.0,1,CCST,Bachelor of Science in Data Science,2nd Year,2,Good,7,33,21.21
2024.0,2,CCST,Bachelor of Science in Data Science,2nd Year,2,Average,2,32,6.25
2024.0,2,CCST,Bachelor of Science in Data Science,2nd Year,2,Excellent,15,32,46.88
2024.0,2,CCST,Bachelor of Science in Data Science,2nd Year,2,Failing,1,32,3.12
2024.0,2,CCST,Bachelor of Science in Data Science,2nd Year,2,Good,14,32,43.75
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Average,4,19,21.05
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Below Average,1,19,5.26
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Excellent,1,19,5.26
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Failing,6,19,31.58
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Good,7,19,36.84
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Average,5,16,31.25
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Excellent,4,16,25.0
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Failing,3,16,18.75
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Good,4,16,25.0
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Average,4,18,22.22
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Below Average,2,18,11.11
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Excellent,4,18,22.22
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Failing,2,18,11.11
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Good,6,18,33.33
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Average,4,15,26.67
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Below Average,1,15,6.67
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Excellent,4,15,26.67
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Good,6,15,40.0
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Average,4,23,17.39
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Below Average,3,23,13.04
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Excellent,5,23,21.74
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Failing,2,23,8.7
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Good,9,23,39.13
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Excellent,10,20,50.0
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Failing,2,20,10.0
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,Irregular,-1,Good,8,20,40.0
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Average,23,112,20.54
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Below Average,2,112,1.79
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Excellent,12,112,10.71
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Failing,14,112,12.5
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Good,61,112,54.46
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Average,5,102,4.9
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Below Average,5,102,4.9
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Excellent,21,102,20.59
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Failing,6,102,5.88
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Good,65,102,63.73
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Average,7,89,7.87
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Below Average,4,89,4.49
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Excellent,21,89,23.6
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Failing,12,89,13.48
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Good,45,89,50.56
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Average,9,77,11.69
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Below Average,6,77,7.79
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Excellent,12,77,15.58
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Failing,9,77,11.69
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Good,41,77,53.25
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Average,16,123,13.01
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Below Average,7,123,5.69
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Excellent,28,123,22.76
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Failing,26,123,21.14
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Good,46,123,37.4
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Average,19,106,17.92
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Below Average,8,106,7.55
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Excellent,12,106,11.32
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Failing,12,106,11.32
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,1st Year,1,Good,55,106,51.89
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Average,9,65,13.85
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Below Average,4,65,6.15
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Excellent,7,65,10.77
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Failing,12,65,18.46
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Good,33,65,50.77
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Average,10,61,16.39
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Below Average,4,61,6.56
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Excellent,6,61,9.84
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Failing,10,61,16.39
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Good,31,61,50.82
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Average,13,76,17.11
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Below Average,7,76,9.21
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Excellent,3,76,3.95
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Failing,3,76,3.95
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Good,50,76,65.79
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Average,6,73,8.22
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Excellent,10,73,13.7
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Failing,2,73,2.74
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Good,55,73,75.34
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Average,8,69,11.59
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Below Average,2,69,2.9
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Excellent,26,69,37.68
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Failing,6,69,8.7
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Good,27,69,39.13
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Average,7,63,11.11
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Below Average,3,63,4.76
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Excellent,26,63,41.27
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Failing,1,63,1.59
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2nd Year,2,Good,26,63,41.27
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Average,13,38,34.21
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Below Average,4,38,10.53
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Excellent,1,38,2.63
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Failing,8,38,21.05
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Good,12,38,31.58
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Average,9,36,25.0
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Below Average,5,36,13.89
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Failing,5,36,13.89
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Good,17,36,47.22
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Average,3,53,5.66
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Below Average,1,53,1.89
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Excellent,8,53,15.09
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Failing,8,53,15.09
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Good,33,53,62.26
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Average,6,46,13.04
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Below Average,1,46,2.17
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Excellent,11,46,23.91
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Failing,1,46,2.17
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Good,27,46,58.7
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Average,19,71,26.76
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Below Average,8,71,11.27
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Excellent,5,71,7.04
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Failing,4,71,5.63
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Good,35,71,49.3
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Average,3,70,4.29
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Below Average,5,70,7.14
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Excellent,20,70,28.57
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Failing,5,70,7.14
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,3rd Year,3,Good,37,70,52.86
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Average,7,55,12.73
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Below Average,7,55,12.73
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Excellent,6,55,10.91
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Failing,13,55,23.64
2022.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Good,22,55,40.0
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Average,11,48,22.92
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Below Average,1,48,2.08
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Excellent,26,48,54.17
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Failing,4,48,8.33
2022.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Good,6,48,12.5
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Average,6,35,17.14
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Below Average,5,35,14.29
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Excellent,7,35,20.0
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Failing,3,35,8.57
2023.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Good,14,35,40.0
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Average,4,35,11.43
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Below Average,2,35,5.71
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Excellent,12,35,34.29
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Failing,3,35,8.57
2023.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Good,14,35,40.0
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Average,2,45,4.44
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Below Average,3,45,6.67
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Excellent,29,45,64.44
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Failing,2,45,4.44
2024.0,1,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Good,9,45,20.0
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Average,5,44,11.36
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Excellent,27,44,61.36
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Failing,1,44,2.27
2024.0,2,CCST,Bachelor of Science in Entertainment and Multimedia Computing,4th Year,4,Good,11,44,25.0
2022.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Average,7,29,24.14
2022.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Below Average,4,29,13.79
2022.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Excellent,2,29,6.9
2022.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Failing,12,29,41.38
2022.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Good,4,29,13.79
2022.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Average,4,21,19.05
2022.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Below Average,1,21,4.76
2022.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Excellent,3,21,14.29
2022.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Failing,9,21,42.86
2022.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Good,4,21,19.05
2023.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Average,4,32,12.5
2023.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Excellent,8,32,25.0
2023.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Failing,11,32,34.38
2023.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Good,9,32,28.12
2023.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Average,2,20,10.0
2023.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Below Average,1,20,5.0
2023.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Excellent,6,20,30.0
2023.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Failing,5,20,25.0
2023.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Good,6,20,30.0
2024.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Average,6,34,17.65
2024.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Below Average,1,34,2.94
2024.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Excellent,10,34,29.41
2024.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Failing,3,34,8.82
2024.0,1,CCST,Bachelor of Science in Information Technology,Irregular,-1,Good,14,34,41.18
2024.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Average,7,34,20.59
2024.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Below Average,3,34,8.82
2024.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Excellent,8,34,23.53
2024.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Failing,4,34,11.76
2024.0,2,CCST,Bachelor of Science in Information Technology,Irregular,-1,Good,12,34,35.29
2022.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Average,5,156,3.21
2022.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Below Average,3,156,1.92
2022.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Excellent,55,156,35.26
2022.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Failing,13,156,8.33
2022.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Good,80,156,51.28
2022.0,2,CCST,Bachelor of Science in Information Technology,1st Year,1,Average,9,148,6.08
2022.0,2,CCST,Bachelor of Science in Information Technology,1st Year,1,Below Average,5,148,3.38
2022.0,2,CCST,Bachelor of Science in Information Technology,1st Year,1,Excellent,78,148,52.7
2022.0,2,CCST,Bachelor of Science in Information Technology,1st Year,1,Failing,5,148,3.38
2022.0,2,CCST,Bachelor of Science in Information Technology,1st Year,1,Good,51,148,34.46
2023.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Average,26,289,9.0
2023.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Below Average,5,289,1.73
2023.0,1,CCST,Bachelor of Science in Information Technology,1st Year,1,Excellent,83,289,28.72
