Year_Numeric,Sem_Numeric,College,Course,Year_Level,Year_Level_Num,Perf_Band,Count,Total,Pct
2024.0,2,CEA,Bachelor of Science in Civil Engineering,1st Year,1,Failing,2,162,1.23
2024.0,2,CEA,Bachelor of Science in Civil Engineering,1st Year,1,Good,126,162,77.78
2022.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Average,78,204,38.24
2022.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Below Average,33,204,16.18
2022.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Excellent,4,204,1.96
2022.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Failing,9,204,4.41
2022.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Good,80,204,39.22
2022.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Average,40,199,20.1
2022.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Below Average,7,199,3.52
2022.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Excellent,35,199,17.59
2022.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Failing,3,199,1.51
2022.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Good,114,199,57.29
2023.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Average,57,207,27.54
2023.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Below Average,40,207,19.32
2023.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Excellent,9,207,4.35
2023.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Failing,10,207,4.83
2023.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Good,91,207,43.96
2023.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Average,42,180,23.33
2023.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Below Average,10,180,5.56
2023.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Excellent,25,180,13.89
2023.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Failing,8,180,4.44
2023.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Good,95,180,52.78
2024.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Average,88,280,31.43
2024.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Below Average,14,280,5.0
2024.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Excellent,33,280,11.79
2024.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Failing,1,280,0.36
2024.0,1,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Good,144,280,51.43
2024.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Average,102,272,37.5
2024.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Below Average,30,272,11.03
2024.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Excellent,10,272,3.68
2024.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Failing,21,272,7.72
2024.0,2,CEA,Bachelor of Science in Civil Engineering,2nd Year,2,Good,109,272,40.07
2022.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Average,61,173,35.26
2022.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Below Average,27,173,15.61
2022.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Excellent,6,173,3.47
2022.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Failing,7,173,4.05
2022.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Good,72,173,41.62
2022.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Average,65,166,39.16
2022.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Below Average,56,166,33.73
2022.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Excellent,2,166,1.2
2022.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Failing,23,166,13.86
2022.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Good,20,166,12.05
2023.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Average,87,190,45.79
2023.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Below Average,17,190,8.95
2023.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Excellent,4,190,2.11
2023.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Failing,26,190,13.68
2023.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Good,56,190,29.47
2023.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Average,83,185,44.86
2023.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Below Average,28,185,15.14
2023.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Excellent,3,185,1.62
2023.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Failing,24,185,12.97
2023.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Good,47,185,25.41
2024.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Average,76,157,48.41
2024.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Below Average,31,157,19.75
2024.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Failing,4,157,2.55
2024.0,1,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Good,46,157,29.3
2024.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Average,62,155,40.0
2024.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Below Average,27,155,17.42
2024.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Excellent,6,155,3.87
2024.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Failing,3,155,1.94
2024.0,2,CEA,Bachelor of Science in Civil Engineering,3rd Year,3,Good,57,155,36.77
2022.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Average,35,166,21.08
2022.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Below Average,11,166,6.63
2022.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Excellent,18,166,10.84
2022.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Failing,5,166,3.01
2022.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Good,97,166,58.43
2022.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Average,34,168,20.24
2022.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Below Average,5,168,2.98
2022.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Excellent,2,168,1.19
2022.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Failing,4,168,2.38
2022.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Good,123,168,73.21
2023.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Average,45,145,31.03
2023.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Below Average,13,145,8.97
2023.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Excellent,17,145,11.72
2023.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Failing,7,145,4.83
2023.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Good,63,145,43.45
2023.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Average,19,146,13.01
2023.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Below Average,6,146,4.11
2023.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Excellent,47,146,32.19
2023.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Failing,6,146,4.11
2023.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Good,68,146,46.58
2024.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Average,47,173,27.17
2024.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Below Average,19,173,10.98
2024.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Excellent,10,173,5.78
2024.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Failing,14,173,8.09
2024.0,1,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Good,83,173,47.98
2024.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Average,46,169,27.22
2024.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Below Average,17,169,10.06
2024.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Excellent,12,169,7.1
2024.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Failing,15,169,8.88
2024.0,2,CEA,Bachelor of Science in Civil Engineering,4th Year,4,Good,79,169,46.75
2023.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Average,10,33,30.3
2023.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Excellent,1,33,3.03
2023.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Good,22,33,66.67
2023.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Average,6,30,20.0
2023.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Excellent,1,30,3.33
2023.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Failing,1,30,3.33
2023.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Good,22,30,73.33
2024.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Average,6,37,16.22
2024.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Below Average,1,37,2.7
2024.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Excellent,4,37,10.81
2024.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Failing,2,37,5.41
2024.0,1,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Good,24,37,64.86
2024.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Average,5,34,14.71
2024.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Below Average,3,34,8.82
2024.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Excellent,2,34,5.88
2024.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Failing,2,34,5.88
2024.0,2,CEA,Bachelor of Science in Computer Engineering,1st Year,1,Good,22,34,64.71
2023.0,1,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Excellent,1,2,50.0
2023.0,1,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Good,1,2,50.0
2023.0,2,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Good,2,2,100.0
2024.0,1,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Average,8,27,29.63
2024.0,1,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Good,19,27,70.37
2024.0,2,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Average,10,27,37.04
2024.0,2,CEA,Bachelor of Science in Computer Engineering,2nd Year,2,Good,17,27,62.96
2023.0,1,CEA,Bachelor of Science in Computer Engineering,3rd Year,3,Excellent,1,1,100.0
2023.0,2,CEA,Bachelor of Science in Computer Engineering,3rd Year,3,Average,1,1,100.0
2024.0,1,CEA,Bachelor of Science in Computer Engineering,3rd Year,3,Good,2,2,100.0
2024.0,2,CEA,Bachelor of Science in Computer Engineering,3rd Year,3,Good,2,2,100.0
2024.0,1,CEA,Bachelor of Science in Computer Engineering,4th Year,4,Good,1,1,100.0
2024.0,2,CEA,Bachelor of Science in Computer Engineering,4th Year,4,Good,1,1,100.0
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Average,18,56,32.14
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Below Average,10,56,17.86
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Excellent,1,56,1.79
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Failing,8,56,14.29
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Good,19,56,33.93
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Average,12,54,22.22
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Below Average,8,54,14.81
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Excellent,6,54,11.11
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Failing,14,54,25.93
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Good,14,54,25.93
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Average,21,79,26.58
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Below Average,17,79,21.52
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Excellent,16,79,20.25
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Failing,5,79,6.33
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Good,20,79,25.32
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Average,18,53,33.96
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Below Average,12,53,22.64
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Excellent,1,53,1.89
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Failing,22,53,41.51
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Average,9,59,15.25
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Below Average,23,59,38.98
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Excellent,12,59,20.34
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Failing,7,59,11.86
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Good,8,59,13.56
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Average,10,40,25.0
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Below Average,11,40,27.5
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Excellent,1,40,2.5
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Failing,11,40,27.5
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,Irregular,-1,Good,7,40,17.5
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Average,14,131,10.69
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Below Average,2,131,1.53
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Excellent,11,131,8.4
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Good,104,131,79.39
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Average,9,138,6.52
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Below Average,7,138,5.07
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Excellent,27,138,19.57
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Failing,7,138,5.07
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Good,88,138,63.77
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Average,3,135,2.22
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Below Average,2,135,1.48
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Excellent,29,135,21.48
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Failing,2,135,1.48
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Good,99,135,73.33
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Average,24,132,18.18
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Below Average,6,132,4.55
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Excellent,21,132,15.91
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Failing,4,132,3.03
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Good,77,132,58.33
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Average,10,141,7.09
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Below Average,2,141,1.42
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Excellent,27,141,19.15
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Good,102,141,72.34
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Average,29,139,20.86
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Below Average,2,139,1.44
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Excellent,9,139,6.47
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Failing,4,139,2.88
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,1st Year,1,Good,95,139,68.35
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Average,29,133,21.8
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Below Average,3,133,2.26
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Excellent,5,133,3.76
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Failing,1,133,0.75
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Good,95,133,71.43
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Average,67,133,50.38
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Below Average,33,133,24.81
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Excellent,3,133,2.26
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Failing,13,133,9.77
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Good,17,133,12.78
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Average,52,134,38.81
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Below Average,20,134,14.93
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Excellent,10,134,7.46
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Failing,5,134,3.73
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Good,47,134,35.07
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Average,42,131,32.06
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Below Average,25,131,19.08
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Excellent,12,131,9.16
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Failing,12,131,9.16
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Good,40,131,30.53
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Average,58,126,46.03
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Below Average,28,126,22.22
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Excellent,3,126,2.38
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Failing,8,126,6.35
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Good,29,126,23.02
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Average,32,119,26.89
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Below Average,24,119,20.17
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Excellent,8,119,6.72
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Failing,14,119,11.76
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,2nd Year,2,Good,41,119,34.45
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Average,67,119,56.3
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Below Average,32,119,26.89
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Excellent,1,119,0.84
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Failing,9,119,7.56
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Good,10,119,8.4
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Average,50,114,43.86
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Below Average,44,114,38.6
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Failing,13,114,11.4
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Good,7,114,6.14
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Average,66,115,57.39
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Below Average,30,115,26.09
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Failing,3,115,2.61
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Good,16,115,13.91
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Average,58,114,50.88
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Below Average,25,114,21.93
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Excellent,3,114,2.63
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Failing,10,114,8.77
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Good,18,114,15.79
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Average,29,106,27.36
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Below Average,33,106,31.13
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Excellent,4,106,3.77
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Failing,30,106,28.3
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Good,10,106,9.43
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Average,37,99,37.37
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Below Average,11,99,11.11
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Excellent,1,99,1.01
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Failing,4,99,4.04
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,Good,46,99,46.46
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Average,27,111,24.32
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Below Average,8,111,7.21
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Excellent,1,111,0.9
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Failing,3,111,2.7
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Good,72,111,64.86
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Average,36,112,32.14
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Below Average,20,112,17.86
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Excellent,5,112,4.46
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Failing,8,112,7.14
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Good,43,112,38.39
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Average,19,111,17.12
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Below Average,1,111,0.9
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Excellent,3,111,2.7
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Failing,4,111,3.6
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Good,84,111,75.68
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Average,42,110,38.18
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Below Average,49,110,44.55
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Failing,17,110,15.45
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Good,2,110,1.82
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Average,20,112,17.86
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Below Average,5,112,4.46
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Excellent,5,112,4.46
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Failing,7,112,6.25
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Good,75,112,66.96
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Average,35,111,31.53
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Below Average,46,111,41.44
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Failing,24,111,21.62
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,Good,6,111,5.41
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Average,4,8,50.0
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Below Average,2,8,25.0
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Failing,2,8,25.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Average,3,10,30.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Failing,3,10,30.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Good,4,10,40.0
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Average,3,9,33.33
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Below Average,4,9,44.44
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Failing,2,9,22.22
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Average,6,9,66.67
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Failing,2,9,22.22
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Good,1,9,11.11
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Average,8,17,47.06
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Excellent,2,17,11.76
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Failing,5,17,29.41
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Good,2,17,11.76
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Average,4,11,36.36
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Below Average,1,11,9.09
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Excellent,1,11,9.09
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Failing,3,11,27.27
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,Good,2,11,18.18
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,Average,17,76,22.37
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,Below Average,1,76,1.32
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,Excellent,12,76,15.79
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,Good,46,76,60.53
