Student_ID,College,Course,Semester,Sem_Numeric,Year_Numeric,GWA,fail_rate,is_drop
11_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.08,0.1,0
11_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.6,0.0,0
120_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,1.78,0.0,0
120_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.25,0.0,0
120_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,2.81,0.4444444444444444,0
120_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.5,0.0,0
120_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.31,0.0,0
120_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,3.75,0.5555555555555556,0
120_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,1.31,0.0,0
120_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,1.52,0.0,0
120_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.96,0.0,0
120_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,1.64,0.0,0
120_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,2.94,0.375,0
120_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,1.5,0.0,0
120_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,2.45,0.3,0
120_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.5,0.0,0
120_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.05,0.0,0
120_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.91,0.0,0
121_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,3.75,0.6666666666666666,0
121_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.69,0.0,0
121_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.25,0.0,0
121_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.64,0.0,0
121_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.53,0.0,0
121_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,3.5,0.5,0
121_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,2.56,0.25,0
121_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,1.8,0.0,0
121_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.79,0.0,0
121_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.31,0.2222222222222222,0
121_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,3.62,0.75,0
121_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,2.17,0.2222222222222222,0
121_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,1.82,0.0,0
121_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.42,0.0,0
121_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,1.25,0.0,0
121_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.98,0.0833333333333333,0
122_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,1.65,0.0,0
122_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.4,0.0,0
122_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.5,0.0,0
122_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.5,0.0,0
122_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.5,0.0,0
122_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.78,0.0,0
122_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,2.06,0.125,0
122_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,2.5,0.1666666666666666,0
122_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.78,0.1,0
122_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.9,0.5,0
122_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,1.72,0.0,0
122_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,1.78,0.0,0
122_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,1.81,0.0,0
122_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.9,0.0,0
122_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,1.25,0.0,0
122_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.79,0.0,0
123_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,1.5,0.0,0
123_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,2.0,0.0,0
123_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.25,0.0,0
123_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,2.03,0.0,0
123_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.5,0.0,0
123_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.38,0.0,0
123_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,1.53,0.0,0
123_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,2.58,0.3333333333333333,0
123_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.62,0.2,0
123_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.4,0.4,0
123_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,2.93,0.4285714285714285,0
123_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,1.94,0.2222222222222222,0
123_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,2.0,0.1111111111111111,0
123_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.38,0.0,0
123_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.05,0.0,0
123_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.77,0.0909090909090909,0
124_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,2.0,0.2,0
124_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.91,0.0,0
124_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.36,0.0,0
124_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,3.0,0.375,0
124_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.39,0.0,0
124_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.81,0.1111111111111111,0
124_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,2.0,0.0,0
124_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,1.92,0.3333333333333333,0
124_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,2.5,0.3333333333333333,0
124_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.58,0.3333333333333333,0
124_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,3.04,0.2857142857142857,0
124_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,1.72,0.2222222222222222,0
124_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,2.06,0.1111111111111111,0
124_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.96,0.0,0
124_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.17,0.3,0
124_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,2.06,0.1666666666666666,0
125_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,1.52,0.0,0
125_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.34,0.0,0
125_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.38,0.0,0
125_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.46,0.0,0
125_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.72,0.0,0
125_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,4.6,1.0,0
125_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,2.47,0.25,0
125_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,2.78,0.3,0
125_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.95,0.2,0
125_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.09,0.1818181818181818,0
125_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,1.88,0.0,0
125_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,1.62,0.0,0
125_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,2.62,0.3,0
125_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.47,0.0,0
125_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,1.92,0.0,0
125_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.25,0.0,0
126_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,2.4,0.1,0
126_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.56,0.0,0
126_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.5,0.0,0
126_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.62,0.0,0
126_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,4.46,0.7142857142857143,1
126_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.62,0.0,0
126_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,1.38,0.0,0
126_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,1.8,0.0,0
126_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.68,0.2,0
126_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.81,0.3333333333333333,0
126_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,1.79,0.0,0
126_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,2.08,0.1111111111111111,0
126_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,1.9,0.1,0
126_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.67,0.0,0
126_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.38,0.1,0
126_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.72,0.0,0
127_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,2.42,0.1666666666666666,0
127_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,2.38,0.0,0
127_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.31,0.0,0
127_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.91,0.0,0
127_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.62,0.0,0
127_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.67,0.0,0
127_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,1.78,0.125,0
127_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,1.25,0.0,0
127_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.96,0.1428571428571428,0
127_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.3,0.4,0
127_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,1.93,0.0,0
127_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,2.19,0.2222222222222222,0
127_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,2.42,0.2,0
127_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,2.56,0.0,0
127_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.78,0.3,0
127_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,1.69,0.0833333333333333,0
128_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,2.05,0.2,0
128_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.58,0.0,0
128_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.43,0.0,0
128_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.0,0.0,0
128_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.21,0.0,0
128_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,2.33,0.1111111111111111,0
128_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,1.72,0.1,0
128_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,4.6,0.9,0
128_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.75,0.0,0
128_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,3.18,0.5,0
128_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,2.08,0.3333333333333333,0
128_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,2.25,0.2222222222222222,0
128_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,4.5,0.8,0
128_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.25,0.0,0
128_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,2.35,0.1,0
128_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,2.0,0.0,0
129_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,1.92,0.2,0
129_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.44,0.0,0
129_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.16,0.0,0
129_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.38,0.0,0
129_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.56,0.0,0
129_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.25,0.0,0
129_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,2.0,0.125,0
129_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,1.88,0.1,0
129_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,1.9,0.1,0
129_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2sem,2,2022.0,2.05,0.2,0
129_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2sem,2,2022.0,2.78,0.375,0
129_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2sem,2,2022.0,1.92,0.3333333333333333,0
129_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2sem,2,2022.0,1.7,0.0,0
129_COAS_Bachelor_of_Arts_in_Communication_2sem_2022-2023,COAS,Bachelor of Arts in Communication,2sem,2,2022.0,1.56,0.0,0
129_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2sem,2,2022.0,1.75,0.0,0
129_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2sem,2,2022.0,2.06,0.1111111111111111,0
12_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2sem,2,2022.0,2.85,0.3,0
12_CAHS_Bachelor_of_Science_in_Nursing_2sem_2022-2023,CAHS,Bachelor of Science in Nursing,2sem,2,2022.0,1.53,0.125,0
12_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2sem,2,2022.0,1.82,0.0,0
12_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2sem,2,2022.0,1.5,0.0,0
12_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2022-2023,CCST,Bachelor of Science in Computer Science,2sem,2,2022.0,1.66,0.0,0
12_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2sem,2,2022.0,1.53,0.0,0
12_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2022-2023,CCST,Bachelor of Science in Information Technology,2sem,2,2022.0,2.44,0.25,0
12_CEA_Bachelor_of_Science_in_Architecture_2sem_2022-2023,CEA,Bachelor of Science in Architecture,2sem,2,2022.0,2.0,0.1666666666666666,0
12_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2sem,2,2022.0,2.93,0.2857142857142857,0
