Year_Numeric,College,Course,Subject,Avg_Grade,Std_Grade,Student_Cnt,Fail_Count,Fail_Rate
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAN1123,2.19,0.13,4,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAN1223,2.19,0.13,4,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAU1123,1.96,0.21,12,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAU1223,1.98,0.2,12,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TECC1123,1.38,0.14,4,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TECC1223,1.38,0.14,4,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEDR1123,1.59,0.23,8,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEDR1223,1.59,0.23,8,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEC1123,1.62,0.31,12,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEC1223,1.62,0.31,12,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEX1123,1.5,0.0,6,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEX1223,1.62,0.14,6,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEFM1123,1.62,0.36,26,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEFM1223,2.06,0.28,26,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEGF1123,1.48,0.24,13,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEGF1223,1.54,0.22,13,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHR1123,2.24,0.27,17,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHR1223,1.47,0.41,17,1,5.88
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHV1123,1.5,0.0,2,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHV1223,1.5,0.0,2,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELC0303,3.09,1.33,14,6,42.86
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELC0503,3.09,1.33,14,6,42.86
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELC0803,1.67,0.13,6,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELC1003,1.67,0.13,6,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0723,1.66,0.35,125,1,0.8
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0823,2.3,0.37,124,7,5.65
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0923,2.21,0.51,125,7,5.6
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELX0603,1.94,0.24,4,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELX0803,1.94,0.24,4,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEME1123,1.96,0.27,13,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEME1223,1.94,0.23,13,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEWF1123,2.05,0.11,5,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEWF1223,2.0,0.0,5,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TMEC0803,1.75,0.0,9,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TMEC1003.,1.75,0.0,9,0,0.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TWAF0303,2.81,0.98,8,2,25.0
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TWAF0403,2.72,0.47,8,5,62.5
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TWAF0703,2.36,1.31,11,2,18.18
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TWAF0803,2.36,1.31,11,2,18.18
2023.0,CTEC,Bachelor of Technical-Vocational Teacher Education,UIEC0201,1.0,,1,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,CPHC0222,2.38,1.22,18,3,16.67
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0106,1.61,0.13,33,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0113.,1.73,0.4,32,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0527,1.85,0.26,18,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0613,1.89,0.6,120,4,3.33
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0713,1.82,0.63,120,4,3.33
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0823,1.71,0.1,113,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,CPMP0923,1.68,0.13,113,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,EGEC0103,1.71,0.71,211,7,3.32
2024.0,CAHS,Bachelor of Science in Midwifery,EGEC0203,1.36,0.47,210,2,0.95
2024.0,CAHS,Bachelor of Science in Midwifery,EGEC0303,1.46,0.89,235,13,5.53
2024.0,CAHS,Bachelor of Science in Midwifery,ELEC0101,2.92,1.01,145,56,38.62
2024.0,CAHS,Bachelor of Science in Midwifery,ELEC0102,2.45,0.46,138,6,4.35
2024.0,CAHS,Bachelor of Science in Midwifery,FCMP0314,2.08,0.14,3,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,FCMP0423,2.42,0.41,21,3,14.29
2024.0,CAHS,Bachelor of Science in Midwifery,FCMP0515,1.66,0.54,121,2,1.65
2024.0,CAHS,Bachelor of Science in Midwifery,FCMP0625,2.36,0.33,113,11,9.73
2024.0,CAHS,Bachelor of Science in Midwifery,FMDT0213,2.22,0.64,148,8,5.41
2024.0,CAHS,Bachelor of Science in Midwifery,FNAP0115,2.87,0.8,239,86,35.98
2024.0,CAHS,Bachelor of Science in Midwifery,FNMP0324,2.65,0.74,146,33,22.6
2024.0,CAHS,Bachelor of Science in Midwifery,FOLA0103,1.83,0.49,146,3,2.05
2024.0,CAHS,Bachelor of Science in Midwifery,FOLA0203,2.04,1.07,237,26,10.97
2024.0,CAHS,Bachelor of Science in Midwifery,MFHC0111-L,2.52,0.73,239,50,20.92
2024.0,CAHS,Bachelor of Science in Midwifery,MFHC0111-P,2.33,0.84,239,22,9.21
2024.0,CAHS,Bachelor of Science in Midwifery,MFND0213,2.31,0.59,146,16,10.96
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0100-L,2.55,0.86,214,49,22.9
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0100-S,2.08,0.85,212,16,7.55
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0101-L,3.32,1.19,135,66,48.89
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0101-P,1.94,0.61,135,5,3.7
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0102-L,2.89,0.83,135,60,44.44
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0102-P,1.94,0.61,135,5,3.7
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0106,2.26,1.19,33,5,15.15
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0111,1.97,0.34,33,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0112,1.9,0.46,33,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,MIDP0113,1.56,0.11,32,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW0413,3.04,0.51,18,14,77.78
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW0523,2.35,0.24,18,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW0613,2.64,0.49,120,32,26.67
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW0713,1.76,0.39,121,1,0.83
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW0813,2.51,0.45,121,9,7.44
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW0923,2.17,0.31,113,3,2.65
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW1023,1.57,0.24,113,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,MIDW1123,2.36,0.52,113,5,4.42
2024.0,CAHS,Bachelor of Science in Midwifery,MPHC0101-L,2.45,0.69,146,22,15.07
2024.0,CAHS,Bachelor of Science in Midwifery,MPHC0101-P,1.87,0.51,146,3,2.05
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0103,1.95,0.71,236,11,4.66
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0203,1.58,0.95,210,14,6.67
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0303,1.55,1.37,237,32,13.5
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0403,1.98,0.84,213,19,8.92
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0503,1.82,0.7,214,7,3.27
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0603,1.8,0.86,237,15,6.33
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0703,1.55,0.78,212,15,7.08
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0803,1.23,0.73,119,4,3.36
2024.0,CAHS,Bachelor of Science in Midwifery,NGEC0903,1.6,0.39,237,2,0.84
2024.0,CAHS,Bachelor of Science in Midwifery,NSTP0001,1.64,0.17,219,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,NSTP0002,1.59,0.41,197,2,1.02
2024.0,CAHS,Bachelor of Science in Midwifery,NSTP0113,1.46,0.2,17,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,NSTP0223,1.86,0.45,14,1,7.14
2024.0,CAHS,Bachelor of Science in Midwifery,PCEC0103,2.24,0.31,18,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,PCEC0203,2.18,0.27,18,0,0.0
2024.0,CAHS,Bachelor of Science in Midwifery,PEDU0112,1.35,0.69,236,7,2.97
2024.0,CAHS,Bachelor of Science in Midwifery,PEDU0222,1.27,0.66,212,6,2.83
2024.0,CAHS,Bachelor of Science in Midwifery,PEDU0312,1.69,0.54,145,2,1.38
2024.0,CAHS,Bachelor of Science in Midwifery,PEDU0422,1.71,1.2,138,15,10.87
2024.0,CAHS,Bachelor of Science in Midwifery,PMST0101,2.24,0.6,147,10,6.8
2024.0,CAHS,Bachelor of Science in Midwifery,UIEC0201,1.71,1.42,136,21,15.44
2024.0,CAHS,Bachelor of Science in Midwifery,UIEC0301,1.52,0.51,216,10,4.63
2024.0,CAHS,Bachelor of Science in Nursing,EGEC0103,1.25,0.23,136,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,EGEC0203,1.01,0.08,137,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,EGEC0303,1.16,0.52,144,2,1.39
2024.0,CAHS,Bachelor of Science in Nursing,FNAP0115,2.14,0.52,136,8,5.88
2024.0,CAHS,Bachelor of Science in Nursing,FNBC0215,1.3,0.63,136,3,2.21
2024.0,CAHS,Bachelor of Science in Nursing,FNMP0324,2.06,0.44,135,2,1.48
2024.0,CAHS,Bachelor of Science in Nursing,FOLA0103,1.82,0.5,343,6,1.75
2024.0,CAHS,Bachelor of Science in Nursing,FOLA0203,1.5,0.2,4,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NCEC0123,2.3,0.43,152,17,11.18
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0103,1.25,0.34,136,1,0.74
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0203,1.24,0.36,141,1,0.71
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0303,1.09,0.16,136,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0403,1.79,0.66,325,14,4.31
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0503,1.36,0.4,135,1,0.74
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0603,1.45,0.77,337,14,4.15
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0703,1.56,1.07,139,12,8.63
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0803,1.42,0.42,340,3,0.88
2024.0,CAHS,Bachelor of Science in Nursing,NGEC0903,1.5,0.2,4,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0100,1.64,0.47,136,2,1.47
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0101,1.85,0.51,136,6,4.41
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0101-R,1.82,0.46,137,2,1.46
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0102,1.47,0.26,135,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0103,1.6,0.41,135,2,1.48
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0103-R,1.72,0.38,135,2,1.48
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0104,1.96,0.53,357,12,3.36
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0104-R,1.53,0.23,357,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0105,1.74,0.29,355,1,0.28
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0106,1.97,0.45,357,4,1.12
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0107,2.71,0.84,359,97,27.02
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0107-R,1.66,0.17,357,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0108,1.93,0.31,357,1,0.28
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0109,2.46,0.7,328,45,13.72
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0109-R,1.71,0.24,327,1,0.31
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0110,1.71,0.48,346,6,1.73
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0111,1.97,0.32,246,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0111-R,1.83,0.29,246,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0112,1.86,0.41,246,1,0.41
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0112-R,1.57,0.4,246,3,1.22
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0113,1.47,0.32,246,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0113-R,1.57,0.23,246,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0114,1.13,0.12,246,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0114-R,1.33,0.19,246,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0115-R,1.71,0.57,244,6,2.46
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0116,1.97,0.12,244,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0116-R,1.68,0.27,244,1,0.41
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0117,1.93,0.32,242,1,0.41
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0117-R,1.36,0.16,242,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0118.,1.98,0.12,152,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0119.,1.73,0.45,152,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0121.,1.17,0.2,152,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NRCM0122-R,1.5,0.19,152,1,0.66
2024.0,CAHS,Bachelor of Science in Nursing,NSTP0001,1.0,0.0,84,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NSTP0002,1.0,0.0,84,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,NSTP0113,1.14,0.58,51,1,1.96
2024.0,CAHS,Bachelor of Science in Nursing,NSTP0223,1.76,0.86,50,3,6.0
2024.0,CAHS,Bachelor of Science in Nursing,PEDU0112,1.25,0.07,136,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,PEDU0222,1.17,0.12,137,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,PEDU0312,1.02,0.1,346,0,0.0
2024.0,CAHS,Bachelor of Science in Nursing,PEDU0422,1.47,0.6,344,7,2.03
2024.0,CAHS,Bachelor of Science in Nursing,UIEC0101,1.26,0.67,248,7,2.82
2024.0,CAHS,Bachelor of Science in Nursing,UIEC0201,1.09,0.37,347,2,0.58
2024.0,CAHS,Bachelor of Science in Nursing,UIEC0301,1.25,0.36,137,1,0.73
2024.0,CAHS,Bachelor of Science in Public Health,EGEC0103,1.72,0.43,201,1,0.5
2024.0,CAHS,Bachelor of Science in Public Health,EGEC0203,1.49,0.29,87,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0103,1.32,0.54,116,2,1.72
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0203,1.24,0.17,87,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0303,1.25,0.74,115,4,3.48
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0403,1.5,0.53,116,2,1.72
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0503,1.49,0.52,119,2,1.68
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0603,1.68,0.3,87,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0703,1.42,0.51,119,2,1.68
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0803,1.57,0.44,87,1,1.15
2024.0,CAHS,Bachelor of Science in Public Health,NGEC0903,1.42,0.31,202,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,NSTP0113,1.5,0.4,116,1,0.86
2024.0,CAHS,Bachelor of Science in Public Health,NSTP0223,1.49,0.37,114,1,0.88
2024.0,CAHS,Bachelor of Science in Public Health,PEDU0112,1.3,0.71,117,4,3.42
2024.0,CAHS,Bachelor of Science in Public Health,PEDU0222,1.01,0.05,113,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PEDU0312,1.46,0.31,87,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PEDU0422,1.01,0.07,86,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0103,2.03,0.59,119,6,5.04
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0203,2.0,0.38,87,2,2.3
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0303,2.03,0.28,87,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0404,1.92,0.71,119,6,5.04
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0503,1.79,0.45,117,1,0.85
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0604,2.27,0.64,117,7,5.98
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0705,2.43,0.55,117,19,16.24
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0803,2.1,0.38,87,3,3.45
2024.0,CAHS,Bachelor of Science in Public Health,PHCC0903,1.39,0.32,87,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PHCC1003,1.92,0.28,86,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PHCC1103,1.96,0.58,86,3,3.49
2024.0,CAHS,Bachelor of Science in Public Health,PHCC1203,2.32,0.31,86,5,5.81
2024.0,CAHS,Bachelor of Science in Public Health,PHPC0103,1.87,0.22,86,0,0.0
2024.0,CAHS,Bachelor of Science in Public Health,PHPH0103,1.88,0.52,206,4,1.94
2024.0,CAHS,Bachelor of Science in Public Health,PHPH0203,2.26,0.39,86,3,3.49
2024.0,CAHS,Bachelor of Science in Public Health,PHPH0303,2.59,0.36,86,21,24.42
2024.0,CAHS,Bachelor of Science in Public Health,UIEC0101,1.57,0.88,119,7,5.88
2024.0,CBA,Bachelor of Science in Hospitality Management,BMEC0123,1.85,0.59,158,4,2.53
2024.0,CBA,Bachelor of Science in Hospitality Management,BMEC0223,1.58,0.37,150,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,EGEC0103,1.41,0.43,258,5,1.94
2024.0,CBA,Bachelor of Science in Hospitality Management,EGEC0203,1.22,0.12,257,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,EGEC0303,1.38,0.73,268,10,3.73
2024.0,CBA,Bachelor of Science in Hospitality Management,ELEC0113,1.85,0.98,121,10,8.26
2024.0,CBA,Bachelor of Science in Hospitality Management,ELEC0213,1.26,0.42,121,1,0.83
2024.0,CBA,Bachelor of Science in Hospitality Management,FOLA0103,2.28,0.73,317,20,6.31
2024.0,CBA,Bachelor of Science in Hospitality Management,FOLA0203,1.79,0.66,326,14,4.29
2024.0,CBA,Bachelor of Science in Hospitality Management,HCEC0113,1.41,0.65,120,3,2.5
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0113,1.73,0.77,323,15,4.64
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0213,2.1,0.78,322,19,5.9
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0313,2.18,0.39,328,7,2.13
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0423,1.55,0.54,306,3,0.98
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0513,1.38,0.38,149,1,0.67
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0623,1.47,0.57,155,3,1.94
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPC0813,1.33,0.39,121,1,0.83
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0113,1.77,0.8,321,16,4.98
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0123,3.25,2.03,4,2,50.0
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0223,1.82,0.88,322,20,6.21
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0313,1.81,0.96,154,11,7.14
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0413,1.79,0.69,156,6,3.85
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0513,1.72,0.53,116,2,1.72
2024.0,CBA,Bachelor of Science in Hospitality Management,HMPE0523,1.33,0.49,151,2,1.32
2024.0,CBA,Bachelor of Science in Hospitality Management,HTMC0823,2.0,0.0,3,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0103,1.63,0.73,267,10,3.75
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0203,1.41,0.44,143,1,0.7
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0303,1.76,1.44,143,23,16.08
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0403,1.89,0.67,255,8,3.14
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0503,1.69,0.87,308,20,6.49
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0603,1.6,0.6,317,8,2.52
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0703,1.92,0.59,306,8,2.61
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0803,1.49,0.44,303,2,0.66
2024.0,CBA,Bachelor of Science in Hospitality Management,NGEC0903,1.65,0.38,154,1,0.65
2024.0,CBA,Bachelor of Science in Hospitality Management,NSTP0113,1.73,0.72,265,9,3.4
2024.0,CBA,Bachelor of Science in Hospitality Management,NSTP0223,1.57,0.47,254,2,0.79
2024.0,CBA,Bachelor of Science in Hospitality Management,PEDU0112,1.36,0.56,268,6,2.24
2024.0,CBA,Bachelor of Science in Hospitality Management,PEDU0222,1.09,0.51,261,4,1.53
2024.0,CBA,Bachelor of Science in Hospitality Management,PEDU0312,1.46,0.63,306,9,2.94
2024.0,CBA,Bachelor of Science in Hospitality Management,PEDU0422,1.32,0.54,306,4,1.31
2024.0,CBA,Bachelor of Science in Hospitality Management,PHED0422,1.75,1.06,2,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,PRAC0126,1.41,0.64,120,3,2.5
2024.0,CBA,Bachelor of Science in Hospitality Management,THBC0103,2.15,0.76,279,25,8.96
2024.0,CBA,Bachelor of Science in Hospitality Management,THBC0203,1.62,0.64,278,5,1.8
2024.0,CBA,Bachelor of Science in Hospitality Management,THBC0303,1.3,0.48,315,4,1.27
2024.0,CBA,Bachelor of Science in Hospitality Management,THBC0403,1.92,0.68,322,16,4.97
2024.0,CBA,Bachelor of Science in Hospitality Management,THBC0503,1.77,0.65,314,12,3.82
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0103,1.73,0.74,277,12,4.33
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0203,1.66,0.59,277,6,2.17
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0303,1.74,0.47,268,5,1.87
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0403,1.74,0.91,267,18,6.74
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0503,2.03,1.19,267,36,13.48
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0603,1.72,0.89,145,9,6.21
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0703,1.99,0.37,155,2,1.29
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC0903,1.76,0.81,156,8,5.13
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC1023,1.9,0.86,152,16,10.53
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC1103,1.62,0.43,152,2,1.32
2024.0,CBA,Bachelor of Science in Hospitality Management,THMC1203,1.62,0.33,148,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,TMPR0126.,2.0,,1,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,UIEC0101,1.14,0.22,267,0,0.0
2024.0,CBA,Bachelor of Science in Hospitality Management,UIEC0201,1.3,0.53,267,3,1.12
2024.0,CBA,Bachelor of Science in Hospitality Management,UIEC0301,1.2,0.55,268,5,1.87
2024.0,CBA,Bachelor of Science in Tourism Management,BMEC0113,1.5,0.35,146,1,0.68
2024.0,CBA,Bachelor of Science in Tourism Management,BMEC0223,1.77,0.28,143,1,0.7
2024.0,CBA,Bachelor of Science in Tourism Management,CENC0223,1.32,0.12,124,0,0.0
2024.0,CBA,Bachelor of Science in Tourism Management,EGEC0103,1.86,0.51,237,6,2.53
2024.0,CBA,Bachelor of Science in Tourism Management,EGEC0203,1.84,0.55,237,5,2.11
2024.0,CBA,Bachelor of Science in Tourism Management,EGEC0303,1.55,0.84,232,12,5.17
2024.0,CBA,Bachelor of Science in Tourism Management,ELEC0113,1.75,,1,0,0.0
2024.0,CBA,Bachelor of Science in Tourism Management,FOLA0103,2.22,0.89,275,26,9.45
2024.0,CBA,Bachelor of Science in Tourism Management,FOLA0203,1.65,0.52,266,3,1.13
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0103,1.44,0.64,232,6,2.59
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0203,1.92,0.35,141,1,0.71
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0303,1.0,0.0,140,0,0.0
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0403,1.91,0.91,238,19,7.98
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0503,1.44,0.71,271,8,2.95
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0603,1.63,0.59,236,7,2.97
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0703,1.33,0.56,275,5,1.82
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0803,1.66,0.57,242,5,2.07
2024.0,CBA,Bachelor of Science in Tourism Management,NGEC0903,2.69,0.84,278,76,27.34
2024.0,CBA,Bachelor of Science in Tourism Management,NSTP0113,1.78,0.68,236,7,2.97
2024.0,CBA,Bachelor of Science in Tourism Management,NSTP0223,1.87,0.76,230,13,5.65
2024.0,CBA,Bachelor of Science in Tourism Management,PEDU0112,1.3,0.36,241,2,0.83
