Year_Numeric,College,Course,Subject,Avg_Grade,Std_Grade,Student_Cnt,Fail_Count,Fail_Rate
2022.0,CTEC,Bachelor of Science in Industrial Technology,NSTP0113,2.25,0.98,292,32,10.96
2022.0,CTEC,Bachelor of Science in Industrial Technology,PEDU0112,1.91,1.07,311,32,10.29
2022.0,CTEC,Bachelor of Science in Industrial Technology,PHED0112,3.83,2.02,3,2,66.67
2022.0,CTEC,Bachelor of Science in Industrial Technology,PHED0422,1.82,0.8,209,9,4.31
2022.0,CTEC,Bachelor of Science in Industrial Technology,PLAN0413,2.0,,1,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,PRCT0413,2.67,0.38,3,1,33.33
2022.0,CTEC,Bachelor of Science in Industrial Technology,PSSC0513,1.94,0.68,142,6,4.23
2022.0,CTEC,Bachelor of Science in Industrial Technology,PSSC0613,2.48,0.84,155,22,14.19
2022.0,CTEC,Bachelor of Science in Industrial Technology,TADT0203,2.37,1.31,27,5,18.52
2022.0,CTEC,Bachelor of Science in Industrial Technology,TADTC0112,2.45,1.26,27,5,18.52
2022.0,CTEC,Bachelor of Science in Industrial Technology,TAFT0103,1.89,0.21,11,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TAFT0203,1.77,0.18,11,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TATM0103,2.68,0.74,50,7,14.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TATM1503,2.58,0.76,50,6,12.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TCUT0113,1.98,1.1,47,5,10.64
2022.0,CTEC,Bachelor of Science in Industrial Technology,TCUT0213,1.88,1.13,47,5,10.64
2022.0,CTEC,Bachelor of Science in Industrial Technology,TEAC0112,2.77,0.99,311,106,34.08
2022.0,CTEC,Bachelor of Science in Industrial Technology,TEFC0113,2.33,0.68,306,23,7.52
2022.0,CTEC,Bachelor of Science in Industrial Technology,TELC0103,2.52,0.44,50,15,30.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TELC0203,2.52,0.44,50,15,30.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TELX0103,2.53,0.72,31,3,9.68
2022.0,CTEC,Bachelor of Science in Industrial Technology,TELX0203,2.46,0.77,31,3,9.68
2022.0,CTEC,Bachelor of Science in Industrial Technology,TEPC0103,2.44,1.09,309,46,14.89
2022.0,CTEC,Bachelor of Science in Industrial Technology,THVA0103,2.24,0.58,28,1,3.57
2022.0,CTEC,Bachelor of Science in Industrial Technology,THVA0303,1.9,0.17,28,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMEC0103,2.43,0.82,36,3,8.33
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMEC0203,2.37,0.85,36,3,8.33
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMEC0213,1.25,0.0,2,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMEC0313,1.5,0.0,2,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMEC0413,1.62,0.18,2,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMPC1013,1.5,0.0,2,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TMPE0513,1.25,0.0,2,0,0.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,TWAF0103,2.67,0.75,27,7,25.93
2022.0,CTEC,Bachelor of Science in Industrial Technology,TWAF0203,2.56,0.78,27,3,11.11
2022.0,CTEC,Bachelor of Science in Industrial Technology,UTIL0313,5.0,,1,1,100.0
2022.0,CTEC,Bachelor of Science in Industrial Technology,UTIL0414,2.42,0.52,3,1,33.33
2022.0,CTEC,Bachelor of Science in Industrial Technology,VTCH0212,5.0,,1,1,100.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,BMEC0123,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,BTIP0112,2.25,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,CSCI0413,1.5,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,CSCI0513,1.25,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,CSCI0613,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,CSND0113,1.5,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,DRAW0311,2.03,0.69,139,5,3.6
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,EANI0113,2.25,1.17,15,2,13.33
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,ECCT0113,1.8,0.2,10,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,EDRT0113,1.69,0.25,13,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,EFSM0113,1.89,0.77,22,2,9.09
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,EGEC0303,2.33,1.24,151,26,17.22
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,EGFD0113,1.87,0.18,17,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,EHRS0113,1.97,1.09,19,2,10.53
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,FOLA0113,1.89,0.74,135,7,5.19
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,HTMC0213,2.25,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,ICTC1113,2.0,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,ICTC1213,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,MATH1913,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,NGEC0103,2.81,1.14,157,35,22.29
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,NGEC0513,2.14,0.71,135,9,6.67
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,NGEC0913,1.09,0.42,132,2,1.52
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,NSTP0113,1.94,0.76,151,8,5.3
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PEDU0112,1.99,1.48,160,30,18.75
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PHED0422,1.5,0.65,133,3,2.26
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED0113,1.87,0.73,151,7,4.64
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED0213,2.65,0.62,155,30,19.35
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED0713,2.02,0.35,136,3,2.21
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED0813,2.1,0.77,134,7,5.22
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED1013,1.96,0.56,134,5,3.73
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED1513,2.15,0.51,93,2,2.15
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED1613,1.8,0.6,94,2,2.13
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED1713,1.52,0.44,93,1,1.08
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED1823,2.19,0.53,93,2,2.15
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED2213,1.3,0.47,72,1,1.39
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,PRED2313,1.44,0.49,72,1,1.39
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TATM0103,1.95,0.17,14,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAN0513,1.62,0.21,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAN0613,1.92,0.13,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAN0913,1.45,0.1,11,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAN1013,1.5,0.11,11,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAU0513,1.98,0.13,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAU0613,1.98,0.13,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAU0913,1.83,0.2,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEAU1013,2.08,0.2,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TECC0513,2.3,1.54,5,1,20.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TECC0613,2.4,1.46,5,1,20.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TECC0913,1.54,0.17,7,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TECC1013,1.43,0.12,7,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEDR0513,1.5,0.27,8,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEDR0613,1.34,0.19,8,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEDR0913,1.8,0.26,10,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEDR1013,1.8,0.26,10,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEC0513,1.65,0.23,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEC0613,1.65,0.23,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEC0913,1.58,0.13,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEC1013,1.58,0.13,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEX0513,2.21,0.29,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEEX0613,2.17,0.34,6,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEFM0513,1.51,0.09,26,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEFM0613,1.92,0.17,26,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEFM0913,1.79,0.14,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEFM1013,1.79,0.14,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEGF0513,1.43,0.21,14,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEGF0613,1.52,0.18,14,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEGF0913,2.36,1.52,9,2,22.22
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEGF1013,2.31,1.55,9,2,22.22
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHR0513,1.12,0.13,18,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHR0613,1.92,0.87,18,1,5.56
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHR0913,1.54,0.31,21,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHR1013,1.6,0.28,21,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHV0513,1.58,0.29,3,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEHV0613,1.75,0.43,3,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEIP0113,1.28,0.47,72,1,1.39
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELC0103,2.07,0.2,11,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0313,2.12,0.46,93,3,3.23
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0413,2.02,0.23,91,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0513,1.69,0.24,89,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELE0613,1.53,0.73,89,3,3.37
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TELX0103,2.95,1.07,11,3,27.27
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEME0513,2.89,0.62,14,2,14.29
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEME0613,2.89,0.62,14,2,14.29
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEME0913,1.75,0.0,8,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEME1013,1.75,0.0,8,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEPC0103,1.99,0.7,157,7,4.46
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEPC0112,2.58,1.03,158,29,18.35
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEWF0513,3.33,1.27,9,3,33.33
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEWF0613,2.89,1.24,9,3,33.33
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEWF0913,1.5,0.0,5,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TEWF1013,1.5,0.0,5,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,THBC0103,2.5,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,THBC0203,1.25,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,THMC0113,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,THMC0613,1.5,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,THMC0813,2.25,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TMEC0103,2.08,0.19,12,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TMPC0813,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TMPE0313,1.75,,1,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,TWAF0103,2.23,0.3,13,0,0.0
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,UIEC0101,1.94,1.12,156,18,11.54
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,UIEC0201,1.96,1.42,159,34,21.38
2022.0,CTEC,Bachelor of Technical-Vocational Teacher Education,UIEC0301,2.1,1.29,159,27,16.98
2023.0,CBA,Bachelor of Science in Hospitality Management,EGEC0103,2.07,1.39,68,12,17.65
2023.0,CBA,Bachelor of Science in Hospitality Management,EGEC0203,1.26,0.16,68,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,FOLA0103,2.43,0.98,28,3,10.71
2023.0,CBA,Bachelor of Science in Hospitality Management,FOLA0223,2.66,0.95,26,5,19.23
2023.0,CBA,Bachelor of Science in Hospitality Management,HBME0223,1.25,0.25,23,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,HMPC0423,1.56,0.47,28,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,HMPC0723,1.76,0.54,22,1,4.55
2023.0,CBA,Bachelor of Science in Hospitality Management,HMPE0213,1.75,,1,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,HMPE0223,1.54,0.26,30,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,HMPE0423,2.11,1.04,22,2,9.09
2023.0,CBA,Bachelor of Science in Hospitality Management,HTMC0823,2.4,0.88,23,4,17.39
2023.0,CBA,Bachelor of Science in Hospitality Management,HTMC0923,2.43,0.25,21,2,9.52
2023.0,CBA,Bachelor of Science in Hospitality Management,HTMC1023,1.29,0.28,23,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,NGEC0403,2.14,0.7,68,4,5.88
2023.0,CBA,Bachelor of Science in Hospitality Management,NGEC0503,2.56,1.64,27,8,29.63
2023.0,CBA,Bachelor of Science in Hospitality Management,NGEC0703,1.78,0.3,27,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,NGEC0803,1.35,0.31,28,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,NGEC1023,2.01,0.82,20,1,5.0
2023.0,CBA,Bachelor of Science in Hospitality Management,NSTP0223,1.66,0.43,69,2,2.9
2023.0,CBA,Bachelor of Science in Hospitality Management,PEDU0222,1.47,1.01,70,5,7.14
2023.0,CBA,Bachelor of Science in Hospitality Management,PEDU0422,1.07,0.16,28,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,PRAC0126,1.54,0.83,24,1,4.17
2023.0,CBA,Bachelor of Science in Hospitality Management,THBC0303,1.21,0.25,30,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,THBC0503,1.16,0.74,29,1,3.45
2023.0,CBA,Bachelor of Science in Hospitality Management,THMC0323,1.95,0.46,72,1,1.39
2023.0,CBA,Bachelor of Science in Hospitality Management,THMC0423,1.61,0.48,72,1,1.39
2023.0,CBA,Bachelor of Science in Hospitality Management,THMC0523,1.91,0.91,72,5,6.94
2023.0,CBA,Bachelor of Science in Hospitality Management,UIEC0101,1.63,0.41,71,0,0.0
2023.0,CBA,Bachelor of Science in Hospitality Management,UIEC0201,1.81,0.39,71,3,4.23
2023.0,CBA,Bachelor of Science in Hospitality Management,UIEC0301,1.16,0.26,72,0,0.0
2023.0,CBA,Bachelor of Science in Tourism Management,BMEC0323,1.6,0.36,126,1,0.79
2023.0,CBA,Bachelor of Science in Tourism Management,EGEC0303,1.36,0.46,283,2,0.71
2023.0,CBA,Bachelor of Science in Tourism Management,FOLA0203,1.89,0.46,145,3,2.07
2023.0,CBA,Bachelor of Science in Tourism Management,FOLA0223,2.3,0.83,121,11,9.09
2023.0,CBA,Bachelor of Science in Tourism Management,NGEC0103,1.7,0.64,279,8,2.87
2023.0,CBA,Bachelor of Science in Tourism Management,NGEC0603,1.48,0.56,292,5,1.71
2023.0,CBA,Bachelor of Science in Tourism Management,NGEC1023,1.67,0.54,124,2,1.61
2023.0,CBA,Bachelor of Science in Tourism Management,NSTP0223,1.67,0.87,275,18,6.55
2023.0,CBA,Bachelor of Science in Tourism Management,PEDU0222,1.59,1.26,288,34,11.81
2023.0,CBA,Bachelor of Science in Tourism Management,PEDU0422,1.27,0.18,141,0,0.0
2023.0,CBA,Bachelor of Science in Tourism Management,THBC0103,2.33,0.81,286,31,10.84
2023.0,CBA,Bachelor of Science in Tourism Management,THBC0403,1.63,0.13,144,0,0.0
2023.0,CBA,Bachelor of Science in Tourism Management,THBC0503,1.03,0.33,149,1,0.67
2023.0,CBA,Bachelor of Science in Tourism Management,THMC0303,2.15,0.87,289,25,8.65
2023.0,CBA,Bachelor of Science in Tourism Management,THMC0403,2.02,0.7,288,13,4.51
2023.0,CBA,Bachelor of Science in Tourism Management,THMC0503,1.68,0.67,284,9,3.17
2023.0,CBA,Bachelor of Science in Tourism Management,THMC0703,2.37,1.14,146,22,15.07
2023.0,CBA,Bachelor of Science in Tourism Management,THMC0903,1.72,0.39,125,1,0.8
2023.0,CBA,Bachelor of Science in Tourism Management,THMC1023,1.89,0.4,126,2,1.59
2023.0,CBA,Bachelor of Science in Tourism Management,TMPC0313,1.8,0.53,155,3,1.94
2023.0,CBA,Bachelor of Science in Tourism Management,TMPC0423,2.14,0.76,149,11,7.38
2023.0,CBA,Bachelor of Science in Tourism Management,TMPC0923,1.56,0.37,127,1,0.79
2023.0,CBA,Bachelor of Science in Tourism Management,TMPE0223,1.61,0.67,148,5,3.38
2023.0,CBA,Bachelor of Science in Tourism Management,TMPE0423,1.46,0.49,125,2,1.6
2023.0,CBA,Bachelor of Science in Tourism Management,TMPR0126.,1.09,0.17,133,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,CSCC0223,1.87,0.72,158,6,3.8
2023.0,CCST,Bachelor of Science in Computer Science,CSCC0323,1.94,1.01,175,21,12.0
2023.0,CCST,Bachelor of Science in Computer Science,CSCC0423,2.46,0.8,94,11,11.7
2023.0,CCST,Bachelor of Science in Computer Science,CSCI0413,1.5,,1,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,CSCI0723,2.01,0.6,69,2,2.9
2023.0,CCST,Bachelor of Science in Computer Science,CSCI0823,1.86,0.36,69,2,2.9
2023.0,CCST,Bachelor of Science in Computer Science,CSCI0923,1.74,0.55,70,1,1.43
2023.0,CCST,Bachelor of Science in Computer Science,CSCI1123,1.75,0.41,120,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,CSEC0223,1.78,0.92,96,8,8.33
2023.0,CCST,Bachelor of Science in Computer Science,CSND0223,1.47,0.17,24,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,CSND0413,1.43,0.38,54,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,CSSD0223,1.58,0.37,46,1,2.17
2023.0,CCST,Bachelor of Science in Computer Science,CSSD0423,1.54,0.53,64,1,1.56
2023.0,CCST,Bachelor of Science in Computer Science,CTCC0323,2.08,0.93,167,14,8.38
2023.0,CCST,Bachelor of Science in Computer Science,CTCC0603,1.68,0.59,93,2,2.15
2023.0,CCST,Bachelor of Science in Computer Science,EGEC0303,1.42,0.78,176,7,3.98
2023.0,CCST,Bachelor of Science in Computer Science,FOLA0103,1.94,0.72,179,7,3.91
2023.0,CCST,Bachelor of Science in Computer Science,FOLA0203,1.96,0.74,100,5,5.0
2023.0,CCST,Bachelor of Science in Computer Science,FOLA0223,5.0,,1,1,100.0
2023.0,CCST,Bachelor of Science in Computer Science,ICSC0323,2.39,0.85,99,15,15.15
2023.0,CCST,Bachelor of Science in Computer Science,ICTC0523,3.0,2.83,2,1,50.0
2023.0,CCST,Bachelor of Science in Computer Science,ICTC1323,1.43,0.77,71,3,4.23
2023.0,CCST,Bachelor of Science in Computer Science,ICTC1423,1.59,0.83,70,4,5.71
2023.0,CCST,Bachelor of Science in Computer Science,ICTC1523,1.74,0.69,73,6,8.22
2023.0,CCST,Bachelor of Science in Computer Science,ICTC1823,1.56,0.54,122,3,2.46
2023.0,CCST,Bachelor of Science in Computer Science,ICTC1920,1.25,0.65,122,3,2.46
2023.0,CCST,Bachelor of Science in Computer Science,ICTC2023,1.75,,1,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,NGEC0103,1.67,0.95,173,12,6.94
2023.0,CCST,Bachelor of Science in Computer Science,NGEC0303,1.6,0.33,171,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,NGEC0603,1.15,0.59,102,2,1.96
2023.0,CCST,Bachelor of Science in Computer Science,NGEC0903,2.13,0.9,99,14,14.14
2023.0,CCST,Bachelor of Science in Computer Science,NGEC1023,1.51,0.31,72,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,NGEC1223,1.0,,1,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,NSTP0223,1.63,0.76,168,12,7.14
2023.0,CCST,Bachelor of Science in Computer Science,PEDU0222,1.45,0.63,178,4,2.25
2023.0,CCST,Bachelor of Science in Computer Science,PEDU0422,1.58,0.64,94,3,3.19
2023.0,CCST,Bachelor of Science in Computer Science,PHED0312,1.5,,1,0,0.0
2023.0,CCST,Bachelor of Science in Computer Science,UIEC0301,1.0,,1,0,0.0
2023.0,CCST,Bachelor of Science in Data Science,CSCC0103,2.99,1.43,36,15,41.67
2023.0,CCST,Bachelor of Science in Data Science,CTCC0323,2.56,1.2,34,7,20.59
2023.0,CCST,Bachelor of Science in Data Science,DSCC0123,2.14,1.11,37,6,16.22
2023.0,CCST,Bachelor of Science in Data Science,EGEC0303,1.45,0.76,37,1,2.7
2023.0,CCST,Bachelor of Science in Data Science,FOLA0103,1.76,0.4,37,0,0.0
2023.0,CCST,Bachelor of Science in Data Science,MATH0223,1.99,0.82,36,2,5.56
2023.0,CCST,Bachelor of Science in Data Science,NGEC0103,1.72,0.86,37,2,5.41
2023.0,CCST,Bachelor of Science in Data Science,NGEC0303,1.66,0.45,37,0,0.0
2023.0,CCST,Bachelor of Science in Data Science,NSTP0223,1.66,0.7,35,2,5.71
2023.0,CCST,Bachelor of Science in Data Science,PEDU0222,1.69,1.36,36,5,13.89
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,CTCC0323,2.9,1.59,81,29,35.8
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,CTCC0403,1.42,0.22,83,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EGEC0303,1.62,1.14,81,9,11.11
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMCC0223,2.42,0.96,80,9,11.25
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMCC0323,2.43,1.27,83,19,22.89
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMCC0723,1.93,0.71,82,2,2.44
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMCC0823,1.82,0.67,86,1,1.16
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMCC0923,2.57,0.55,89,36,40.45
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMCC1323,2.3,1.33,37,7,18.92
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMDA0213,1.0,,1,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMDA0413,2.5,,1,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMDA0523,2.23,0.91,28,4,14.29
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMDA0623,1.8,0.52,23,1,4.35
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMDA0723,2.28,1.36,26,5,19.23
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMDA0813,1.25,,1,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMGD0423,2.24,0.78,22,2,9.09
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMGD0523,1.98,0.87,21,1,4.76
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMGD0623,1.4,0.31,21,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,EMGD0723,2.0,0.56,20,3,15.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,FOLA0103,2.68,1.14,82,17,20.73
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,FOLA0203,1.94,0.56,84,3,3.57
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICSC0703,1.52,0.61,81,2,2.47
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICTC0613,2.0,,1,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICTC1113,2.25,,1,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICTC1323,1.56,0.81,42,2,4.76
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICTC1423,1.54,0.33,24,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICTC1920,2.06,1.43,31,6,19.35
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ICTC2329,1.79,1.33,28,4,14.29
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,ITNW1613,2.4,1.47,5,1,20.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,NGEC0103,1.98,1.01,81,7,8.64
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,NGEC0303,1.45,0.43,78,0,0.0
2023.0,CCST,Bachelor of Science in Entertainment and Multimedia Computing,NGEC0603,1.17,0.48,83,1,1.2
