Student_ID,College,Course,Year_Numeric,Sem_Numeric,GWA
380_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.53
380_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.55
380_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.82
380_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.17
381_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.4
381_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.56
381_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.29
381_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.5
381_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.54
381_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,3.23
381_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,2.5
381_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.34
381_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.72
381_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,2.7
381_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.4
382_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.86
382_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,2.0
382_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.91
382_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.58
382_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.25
382_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.6
382_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.96
382_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,2.8
382_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.75
382_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.6
382_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.88
382_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.62
383_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.92
383_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.38
383_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.91
383_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.42
383_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.5
383_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.64
383_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.38
383_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.77
383_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,2.56
383_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,2.81
383_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.95
383_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,2.12
384_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,2.16
384_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.88
384_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,2.09
384_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.33
384_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,2.94
384_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.36
384_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,2.18
384_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.61
384_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,2.53
384_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,2.3
384_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,4.45
384_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.95
385_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.5
385_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.48
385_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.62
385_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.88
385_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,2.69
385_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.88
385_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,2.04
385_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.69
385_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.47
385_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,2.14
385_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.71
385_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.6
386_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.89
386_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.75
386_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,2.03
386_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.21
386_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,2.05
386_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.67
386_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.91
386_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,3.38
386_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,2.69
386_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,2.03
386_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,2.75
386_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.17
387_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.5
387_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.82
387_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.62
387_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.38
387_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.96
387_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.56
387_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,3.67
387_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.5
387_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.5
387_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.82
387_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.88
387_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.65
388_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,3.06
388_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.65
388_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.62
388_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.33
388_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.56
388_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,2.05
388_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.91
388_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.15
388_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.75
388_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.82
388_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,3.0
388_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,3.03
389_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,2.0
389_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.62
389_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.25
389_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.6
389_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.75
389_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.75
389_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.91
389_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.35
389_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.89
389_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.94
389_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.91
389_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.65
38_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.92
38_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.82
38_CAHS_Bachelor_of_Science_in_Public_Health_1sem_2023-2024,CAHS,Bachelor of Science in Public Health,2023.0,1,2.06
38_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.62
38_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.5
38_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.58
38_CCST_Bachelor_of_Science_in_Data_Science_1sem_2023-2024,CCST,Bachelor of Science in Data Science,2023.0,1,2.2
38_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2023-2024,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2023.0,1,1.92
38_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.39
38_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,2.03
38_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.53
38_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electronics Engineering,2023.0,1,1.67
38_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Industrial Engineering,2023.0,1,1.78
38_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,2.17
38_CEA_Bachelor_of_Science_in_Railway_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Railway Engineering,2023.0,1,1.56
38_COAS_Bachelor_of_Arts_in_Communication_1sem_2023-2024,COAS,Bachelor of Arts in Communication,2023.0,1,1.54
38_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,2.45
38_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.92
390_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,2.89
390_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.9
390_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.35
390_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.46
390_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,2.56
390_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,4.8
390_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.45
390_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,3.06
390_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.84
390_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.88
390_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.55
390_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,2.56
391_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.73
391_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.8
391_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.3
391_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.79
391_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,2.68
391_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.4
391_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.78
391_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.92
391_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,3.44
391_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,2.53
391_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,2.5
391_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.78
392_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.62
392_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.45
392_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.91
392_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.48
392_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.73
392_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.71
392_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.75
392_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,2.18
392_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,3.0
392_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,3.09
392_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,1.41
392_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.6
393_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,1.77
393_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,2.0
393_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.38
393_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.35
393_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.56
393_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.75
393_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,2.31
393_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.33
393_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,1.75
393_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.65
393_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,5.0
393_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,2.88
394_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,2.19
394_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.58
394_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.53
394_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,1.62
394_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.33
394_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.65
394_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,1.93
394_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,3.81
394_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,2.28
394_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.9
394_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,2.5
394_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.85
395_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2023-2024,CAHS,Bachelor of Science in Midwifery,2023.0,1,2.45
395_CAHS_Bachelor_of_Science_in_Nursing_1sem_2023-2024,CAHS,Bachelor of Science in Nursing,2023.0,1,1.94
395_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2023-2024,CBA,Bachelor of Science in Hospitality Management,2023.0,1,1.56
395_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2023-2024,CBA,Bachelor of Science in Tourism Management,2023.0,1,5.0
395_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2023-2024,CCST,Bachelor of Science in Computer Science,2023.0,1,1.71
395_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2023-2024,CCST,Bachelor of Science in Information Technology,2023.0,1,1.75
395_CEA_Bachelor_of_Science_in_Architecture_1sem_2023-2024,CEA,Bachelor of Science in Architecture,2023.0,1,2.11
395_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Civil Engineering,2023.0,1,1.23
395_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Electrical Engineering,2023.0,1,2.97
395_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2023-2024,CEA,Bachelor of Science in Mechanical Engineering,2023.0,1,1.75
395_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2023-2024,CTEC,Bachelor of Science in Industrial Technology,2023.0,1,2.02
395_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2023-2024,CTEC,Bachelor of Technical-Vocational Teacher Education,2023.0,1,1.62
