Student_ID,College,Course,Year_Numeric,Sem_Numeric,GWA
283_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,1.68
283_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,1.56
283_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.7
283_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.5
283_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.53
283_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.75
284_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.75
284_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.36
284_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.56
284_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.39
284_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.83
284_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.83
284_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.94
284_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.45
284_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.92
284_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,1.73
284_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.41
284_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.89
284_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.31
284_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.58
284_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.12
285_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,2.17
285_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.5
285_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.78
285_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.88
285_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.22
285_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,4.22
285_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.34
285_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.75
285_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,2.21
285_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,1.61
285_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.14
285_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.55
285_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.46
285_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,2.58
285_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.92
286_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.88
286_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.5
286_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.44
286_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.75
286_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.28
286_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.71
286_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.78
286_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.68
286_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.66
286_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.16
286_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.58
286_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.39
286_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,4.12
286_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,3.0
286_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.53
287_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.96
287_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.25
287_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.78
287_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,2.28
287_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.54
287_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,2.3
287_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,2.17
287_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.64
287_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.97
287_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.36
287_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.78
287_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.5
287_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.94
287_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.53
288_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.81
288_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.62
288_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.55
288_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.75
288_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.28
288_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,2.08
288_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,2.72
288_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.83
288_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,2.75
288_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,1.61
288_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,1.72
288_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.59
288_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.83
288_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,2.28
288_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.73
289_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,2.0
289_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.42
289_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,2.09
289_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,4.25
289_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.56
289_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,2.22
289_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.79
289_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,2.07
289_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.52
289_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.04
289_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,1.48
289_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,2.58
289_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.42
289_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.56
289_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.12
28_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.71
28_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.5
28_CAHS_Bachelor_of_Science_in_Public_Health_2sem_2024-2025,CAHS,Bachelor of Science in Public Health,2024.0,2,1.92
28_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.27
28_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.25
28_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.34
28_CCST_Bachelor_of_Science_in_Data_Science_2sem_2024-2025,CCST,Bachelor of Science in Data Science,2024.0,2,2.25
28_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.57
28_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,2.8
28_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,2.25
28_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,2.62
28_CEA_Bachelor_of_Science_in_Computer_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Computer Engineering,2024.0,2,1.69
28_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,1.8
28_CEA_Bachelor_of_Science_in_Electronics_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electronics Engineering,2024.0,2,2.35
28_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,1.42
28_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.57
28_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.25
28_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,3.22
28_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,2.78
290_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,2.12
290_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.54
290_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,2.14
290_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.0
290_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.81
290_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.5
290_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.41
290_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,2.25
290_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.83
290_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,1.78
290_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,1.68
290_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,3.08
290_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.5
290_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.97
290_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.5
291_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.68
291_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.5
291_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.5
291_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.84
291_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,2.03
291_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,4.2
291_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.2
291_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.7
291_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.28
291_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.1
291_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.19
291_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,2.06
291_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.45
291_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.69
291_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.61
292_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,2.22
292_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.58
292_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.47
292_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.28
292_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.54
292_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.69
292_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.67
292_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.79
292_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,3.69
292_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.39
292_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.3
292_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.66
292_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.54
292_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.31
292_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.5
293_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.84
293_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.31
293_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.28
293_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.58
293_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.19
293_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,2.22
293_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.66
293_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.75
293_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,1.71
293_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.07
293_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.25
293_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.34
293_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.45
293_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.25
293_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.58
294_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,2.34
294_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.32
294_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,1.5
294_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.25
294_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,2.62
294_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,4.54
294_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.48
294_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,1.88
294_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,2.11
294_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.05
294_CEA_Bachelor_of_Science_in_Industrial_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Industrial Engineering,2024.0,2,2.44
294_CEA_Bachelor_of_Science_in_Mechanical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Mechanical Engineering,2024.0,2,1.78
294_COAS_Bachelor_of_Arts_in_Communication_2sem_2024-2025,COAS,Bachelor of Arts in Communication,2024.0,2,1.42
294_CTEC_Bachelor_of_Science_in_Industrial_Technology_2sem_2024-2025,CTEC,Bachelor of Science in Industrial Technology,2024.0,2,1.5
294_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_2sem_2024-2025,CTEC,Bachelor of Technical-Vocational Teacher Education,2024.0,2,1.75
295_CAHS_Bachelor_of_Science_in_Midwifery_2sem_2024-2025,CAHS,Bachelor of Science in Midwifery,2024.0,2,1.96
295_CAHS_Bachelor_of_Science_in_Nursing_2sem_2024-2025,CAHS,Bachelor of Science in Nursing,2024.0,2,1.17
295_CBA_Bachelor_of_Science_in_Hospitality_Management_2sem_2024-2025,CBA,Bachelor of Science in Hospitality Management,2024.0,2,2.08
295_CBA_Bachelor_of_Science_in_Tourism_Management_2sem_2024-2025,CBA,Bachelor of Science in Tourism Management,2024.0,2,1.36
295_CCST_Bachelor_of_Science_in_Computer_Science_2sem_2024-2025,CCST,Bachelor of Science in Computer Science,2024.0,2,1.47
295_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_2sem_2024-2025,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2024.0,2,1.62
295_CCST_Bachelor_of_Science_in_Information_Technology_2sem_2024-2025,CCST,Bachelor of Science in Information Technology,2024.0,2,1.45
295_CEA_Bachelor_of_Science_in_Architecture_2sem_2024-2025,CEA,Bachelor of Science in Architecture,2024.0,2,2.67
295_CEA_Bachelor_of_Science_in_Civil_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Civil Engineering,2024.0,2,3.5
295_CEA_Bachelor_of_Science_in_Electrical_Engineering_2sem_2024-2025,CEA,Bachelor of Science in Electrical Engineering,2024.0,2,2.42
