Year_Numeric,Sem_Numeric,College,Course,Year_Level,Year_Level_Num,Total_Students,Drop_Count,Drop_Rate
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,114,1,0.88
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,106,1,0.94
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,3rd Year,3,99,2,2.02
2022.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,111,1,0.9
2022.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,112,1,0.89
2023.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,111,0,0.0
2023.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,110,5,4.55
2024.0,1,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,112,0,0.0
2024.0,2,CEA,Bachelor of Science in Electrical Engineering,4th Year,4,111,26,23.42
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,8,0,0.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,10,0,0.0
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,9,0,0.0
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,9,0,0.0
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,17,0,0.0
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,Irregular,-1,11,0,0.0
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,76,0,0.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,77,0,0.0
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,73,1,1.37
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,73,5,6.85
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,66,0,0.0
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,1st Year,1,65,0,0.0
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,2nd Year,2,55,1,1.82
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,2nd Year,2,53,0,0.0
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,2nd Year,2,74,0,0.0
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,2nd Year,2,70,1,1.43
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,2nd Year,2,69,0,0.0
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,2nd Year,2,68,5,7.35
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,3rd Year,3,72,0,0.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,3rd Year,3,72,0,0.0
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,3rd Year,3,49,0,0.0
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,3rd Year,3,49,0,0.0
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,3rd Year,3,69,1,1.45
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,3rd Year,3,68,0,0.0
2022.0,1,CEA,Bachelor of Science in Electronics Engineering,4th Year,4,67,0,0.0
2022.0,2,CEA,Bachelor of Science in Electronics Engineering,4th Year,4,63,0,0.0
2023.0,1,CEA,Bachelor of Science in Electronics Engineering,4th Year,4,67,1,1.49
2023.0,2,CEA,Bachelor of Science in Electronics Engineering,4th Year,4,67,1,1.49
2024.0,1,CEA,Bachelor of Science in Electronics Engineering,4th Year,4,49,4,8.16
2024.0,2,CEA,Bachelor of Science in Electronics Engineering,4th Year,4,49,0,0.0
2022.0,1,CEA,Bachelor of Science in Industrial Engineering,Irregular,-1,13,0,0.0
2022.0,2,CEA,Bachelor of Science in Industrial Engineering,Irregular,-1,8,0,0.0
2023.0,1,CEA,Bachelor of Science in Industrial Engineering,Irregular,-1,11,1,9.09
2023.0,2,CEA,Bachelor of Science in Industrial Engineering,Irregular,-1,11,0,0.0
2024.0,1,CEA,Bachelor of Science in Industrial Engineering,Irregular,-1,17,0,0.0
2024.0,2,CEA,Bachelor of Science in Industrial Engineering,Irregular,-1,11,0,0.0
2022.0,1,CEA,Bachelor of Science in Industrial Engineering,1st Year,1,98,0,0.0
2022.0,2,CEA,Bachelor of Science in Industrial Engineering,1st Year,1,94,0,0.0
2023.0,1,CEA,Bachelor of Science in Industrial Engineering,1st Year,1,95,0,0.0
2023.0,2,CEA,Bachelor of Science in Industrial Engineering,1st Year,1,94,0,0.0
2024.0,1,CEA,Bachelor of Science in Industrial Engineering,1st Year,1,102,0,0.0
2024.0,2,CEA,Bachelor of Science in Industrial Engineering,1st Year,1,101,0,0.0
2022.0,1,CEA,Bachelor of Science in Industrial Engineering,2nd Year,2,80,0,0.0
2022.0,2,CEA,Bachelor of Science in Industrial Engineering,2nd Year,2,79,0,0.0
2023.0,1,CEA,Bachelor of Science in Industrial Engineering,2nd Year,2,96,3,3.12
2023.0,2,CEA,Bachelor of Science in Industrial Engineering,2nd Year,2,96,1,1.04
2024.0,1,CEA,Bachelor of Science in Industrial Engineering,2nd Year,2,90,0,0.0
2024.0,2,CEA,Bachelor of Science in Industrial Engineering,2nd Year,2,88,4,4.55
2022.0,1,CEA,Bachelor of Science in Industrial Engineering,3rd Year,3,89,2,2.25
2022.0,2,CEA,Bachelor of Science in Industrial Engineering,3rd Year,3,80,0,0.0
2023.0,1,CEA,Bachelor of Science in Industrial Engineering,3rd Year,3,85,4,4.71
2023.0,2,CEA,Bachelor of Science in Industrial Engineering,3rd Year,3,83,1,1.2
2024.0,1,CEA,Bachelor of Science in Industrial Engineering,3rd Year,3,91,0,0.0
2024.0,2,CEA,Bachelor of Science in Industrial Engineering,3rd Year,3,89,1,1.12
2022.0,1,CEA,Bachelor of Science in Industrial Engineering,4th Year,4,97,0,0.0
2022.0,2,CEA,Bachelor of Science in Industrial Engineering,4th Year,4,94,0,0.0
2023.0,1,CEA,Bachelor of Science in Industrial Engineering,4th Year,4,78,1,1.28
2023.0,2,CEA,Bachelor of Science in Industrial Engineering,4th Year,4,78,1,1.28
2024.0,1,CEA,Bachelor of Science in Industrial Engineering,4th Year,4,82,1,1.22
2024.0,2,CEA,Bachelor of Science in Industrial Engineering,4th Year,4,80,1,1.25
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,Irregular,-1,59,0,0.0
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,Irregular,-1,58,0,0.0
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,Irregular,-1,32,0,0.0
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,Irregular,-1,31,1,3.23
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,Irregular,-1,37,2,5.41
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,Irregular,-1,34,3,8.82
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,134,0,0.0
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,136,2,1.47
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,220,2,0.91
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,213,2,0.94
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,188,1,0.53
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,186,0,0.0
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,152,1,0.66
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,151,1,0.66
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,128,0,0.0
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,128,2,1.56
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,208,2,0.96
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,208,19,9.13
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,111,0,0.0
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,111,0,0.0
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,144,3,2.08
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,142,11,7.75
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,127,3,2.36
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,125,1,0.8
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,128,0,0.0
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,128,0,0.0
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,107,0,0.0
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,106,5,4.72
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,133,8,6.02
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,129,6,4.65
2023.0,1,CEA,Bachelor of Science in Railway Engineering,1st Year,1,38,0,0.0
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,38,0,0.0
2024.0,1,CEA,Bachelor of Science in Railway Engineering,2nd Year,2,2,0,0.0
2022.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,11,0,0.0
2022.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,12,0,0.0
2023.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,13,0,0.0
2023.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,12,0,0.0
2024.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,22,0,0.0
2024.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,20,0,0.0
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,143,0,0.0
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,138,0,0.0
2023.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,74,2,2.7
2023.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,66,0,0.0
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,94,0,0.0
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,89,0,0.0
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,80,0,0.0
2022.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,80,0,0.0
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,135,0,0.0
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,133,1,0.75
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,69,0,0.0
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,67,0,0.0
2022.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,68,0,0.0
2022.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,67,0,0.0
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,80,1,1.25
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,79,2,2.53
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,136,1,0.74
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,127,0,0.0
2022.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,73,0,0.0
2022.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,74,0,0.0
2023.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,71,0,0.0
2023.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,70,0,0.0
2024.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,78,0,0.0
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,78,0,0.0
2023.0,1,COAS,Bachelor of Science in Development Communication,1st Year,1,11,0,0.0
2023.0,2,COAS,Bachelor of Science in Development Communication,1st Year,1,9,0,0.0
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,103,3,2.91
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,95,2,2.11
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,110,0,0.0
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,99,5,5.05
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,76,5,6.58
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,74,2,2.7
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,277,13,4.69
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,259,11,4.25
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,596,17,2.85
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,509,7,1.38
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,605,23,3.8
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,527,6,1.14
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,204,0,0.0
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,199,3,1.51
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,240,9,3.75
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,233,3,1.29
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,471,6,1.27
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,434,1,0.23
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,138,2,1.45
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,132,0,0.0
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,196,4,2.04
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,191,2,1.05
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,247,9,3.64
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,242,1,0.41
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,309,2,0.65
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,283,0,0.0
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,140,1,0.71
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,138,1,0.72
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,191,4,2.09
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,190,2,1.05
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,3,0,0.0
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,5,0,0.0
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,9,0,0.0
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,10,0,0.0
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,15,0,0.0
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,14,0,0.0
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,149,7,4.7
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,132,2,1.52
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,92,6,6.52
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,71,0,0.0
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,110,3,2.73
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,95,0,0.0
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,138,0,0.0
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,134,0,0.0
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,118,2,1.69
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,115,2,1.74
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,68,3,4.41
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,61,1,1.64
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,99,0,0.0
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,97,0,0.0
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,129,2,1.55
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,127,0,0.0
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,116,3,2.59
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,112,1,0.89
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,78,1,1.28
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,73,0,0.0
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,92,0,0.0
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,91,0,0.0
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,127,1,0.79
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,127,1,0.79
