Year_Numeric,Sem_Numeric,College,Course,Year_Level,Year_Level_Num,Total_Students,Irregular_Count,Drop_Count,INC_Count,Irregular_Rate,Drop_Rate,INC_Rate
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,213,34,2,33,15.96,0.94,15.49
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,188,7,1,6,3.72,0.53,3.19
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,1st Year,1,186,5,0,5,2.69,0.0,2.69
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,152,19,1,19,12.5,0.66,12.5
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,151,69,1,69,45.7,0.66,45.7
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,128,7,0,7,5.47,0.0,5.47
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,128,50,2,49,39.06,1.56,38.28
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,208,43,2,41,20.67,0.96,19.71
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,2nd Year,2,208,77,19,62,37.02,9.13,29.81
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,111,5,0,5,4.5,0.0,4.5
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,111,22,0,22,19.82,0.0,19.82
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,144,26,3,25,18.06,2.08,17.36
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,142,54,11,49,38.03,7.75,34.51
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,127,20,3,17,15.75,2.36,13.39
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,3rd Year,3,125,38,1,37,30.4,0.8,29.6
2022.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,128,20,0,20,15.62,0.0,15.62
2022.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,128,2,0,2,1.56,0.0,1.56
2023.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,107,7,0,7,6.54,0.0,6.54
2023.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,106,9,5,6,8.49,4.72,5.66
2024.0,1,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,133,28,8,20,21.05,6.02,15.04
2024.0,2,CEA,Bachelor of Science in Mechanical Engineering,4th Year,4,129,17,6,12,13.18,4.65,9.3
2023.0,1,CEA,Bachelor of Science in Railway Engineering,1st Year,1,38,13,0,13,34.21,0.0,34.21
2023.0,2,CEA,Bachelor of Science in Railway Engineering,1st Year,1,38,4,0,4,10.53,0.0,10.53
2024.0,1,CEA,Bachelor of Science in Railway Engineering,2nd Year,2,2,2,0,2,100.0,0.0,100.0
2022.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,11,1,0,1,9.09,0.0,9.09
2022.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,12,1,0,1,8.33,0.0,8.33
2023.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,13,1,0,1,7.69,0.0,7.69
2023.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,12,0,0,0,0.0,0.0,0.0
2024.0,1,COAS,Bachelor of Arts in Communication,Irregular,-1,22,5,0,5,22.73,0.0,22.73
2024.0,2,COAS,Bachelor of Arts in Communication,Irregular,-1,20,2,0,2,10.0,0.0,10.0
2022.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,143,27,0,27,18.88,0.0,18.88
2022.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,138,20,0,20,14.49,0.0,14.49
2023.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,74,10,2,9,13.51,2.7,12.16
2023.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,66,2,0,2,3.03,0.0,3.03
2024.0,1,COAS,Bachelor of Arts in Communication,1st Year,1,94,21,0,21,22.34,0.0,22.34
2024.0,2,COAS,Bachelor of Arts in Communication,1st Year,1,89,10,0,10,11.24,0.0,11.24
2022.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,80,12,0,12,15.0,0.0,15.0
2022.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,80,4,0,4,5.0,0.0,5.0
2023.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,135,18,0,18,13.33,0.0,13.33
2023.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,133,11,1,10,8.27,0.75,7.52
2024.0,1,COAS,Bachelor of Arts in Communication,2nd Year,2,69,7,0,7,10.14,0.0,10.14
2024.0,2,COAS,Bachelor of Arts in Communication,2nd Year,2,67,5,0,5,7.46,0.0,7.46
2022.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,68,3,0,3,4.41,0.0,4.41
2022.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,67,1,0,1,1.49,0.0,1.49
2023.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,80,5,1,4,6.25,1.25,5.0
2023.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,79,8,2,6,10.13,2.53,7.59
2024.0,1,COAS,Bachelor of Arts in Communication,3rd Year,3,136,16,1,15,11.76,0.74,11.03
2024.0,2,COAS,Bachelor of Arts in Communication,3rd Year,3,127,16,0,16,12.6,0.0,12.6
2022.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,73,1,0,1,1.37,0.0,1.37
2022.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,74,0,0,0,0.0,0.0,0.0
2023.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,71,2,0,2,2.82,0.0,2.82
2023.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,70,2,0,2,2.86,0.0,2.86
2024.0,1,COAS,Bachelor of Arts in Communication,4th Year,4,78,1,0,1,1.28,0.0,1.28
2024.0,2,COAS,Bachelor of Arts in Communication,4th Year,4,78,5,0,5,6.41,0.0,6.41
2023.0,1,COAS,Bachelor of Science in Development Communication,1st Year,1,11,3,0,3,27.27,0.0,27.27
2023.0,2,COAS,Bachelor of Science in Development Communication,1st Year,1,9,0,0,0,0.0,0.0,0.0
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,103,15,3,15,14.56,2.91,14.56
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,95,12,2,12,12.63,2.11,12.63
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,110,7,0,7,6.36,0.0,6.36
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,99,11,5,7,11.11,5.05,7.07
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,76,14,5,9,18.42,6.58,11.84
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,Irregular,-1,74,9,2,7,12.16,2.7,9.46
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,277,46,13,46,16.61,4.69,16.61
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,259,49,11,49,18.92,4.25,18.92
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,596,214,17,206,35.91,2.85,34.56
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,509,111,7,107,21.81,1.38,21.02
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,605,160,23,142,26.45,3.8,23.47
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,1st Year,1,527,135,6,131,25.62,1.14,24.86
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,204,24,0,24,11.76,0.0,11.76
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,199,27,3,27,13.57,1.51,13.57
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,240,27,9,23,11.25,3.75,9.58
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,233,39,3,38,16.74,1.29,16.31
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,471,103,6,98,21.87,1.27,20.81
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,2nd Year,2,434,78,1,78,17.97,0.23,17.97
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,138,14,2,14,10.14,1.45,10.14
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,132,7,0,7,5.3,0.0,5.3
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,196,15,4,12,7.65,2.04,6.12
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,191,22,2,20,11.52,1.05,10.47
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,247,28,9,19,11.34,3.64,7.69
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,3rd Year,3,242,19,1,19,7.85,0.41,7.85
2022.0,1,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,309,24,2,24,7.77,0.65,7.77
2022.0,2,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,283,9,0,9,3.18,0.0,3.18
2023.0,1,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,140,9,1,8,6.43,0.71,5.71
2023.0,2,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,138,11,1,10,7.97,0.72,7.25
2024.0,1,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,191,10,4,7,5.24,2.09,3.66
2024.0,2,CTEC,Bachelor of Science in Industrial Technology,4th Year,4,190,9,2,8,4.74,1.05,4.21
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,3,0,0,0,0.0,0.0,0.0
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,5,1,0,1,20.0,0.0,20.0
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,9,1,0,1,11.11,0.0,11.11
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,10,2,0,2,20.0,0.0,20.0
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,15,2,0,2,13.33,0.0,13.33
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,Irregular,-1,14,1,0,1,7.14,0.0,7.14
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,149,38,7,38,25.5,4.7,25.5
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,132,24,2,24,18.18,1.52,18.18
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,92,27,6,22,29.35,6.52,23.91
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,71,7,0,7,9.86,0.0,9.86
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,110,30,3,27,27.27,2.73,24.55
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,1st Year,1,95,14,0,14,14.74,0.0,14.74
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,138,12,0,12,8.7,0.0,8.7
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,134,7,0,7,5.22,0.0,5.22
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,118,16,2,15,13.56,1.69,12.71
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,115,20,2,19,17.39,1.74,16.52
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,68,17,3,14,25.0,4.41,20.59
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,2nd Year,2,61,7,1,6,11.48,1.64,9.84
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,99,6,0,6,6.06,0.0,6.06
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,97,8,0,8,8.25,0.0,8.25
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,129,6,2,5,4.65,1.55,3.88
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,127,5,0,5,3.94,0.0,3.94
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,116,11,3,9,9.48,2.59,7.76
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,3rd Year,3,112,7,1,6,6.25,0.89,5.36
2022.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,78,4,1,3,5.13,1.28,3.85
2022.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,73,4,0,4,5.48,0.0,5.48
2023.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,92,1,0,1,1.09,0.0,1.09
2023.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,91,1,0,1,1.1,0.0,1.1
2024.0,1,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,127,5,1,4,3.94,0.79,3.15
2024.0,2,CTEC,Bachelor of Technical-Vocational Teacher Education,4th Year,4,127,5,1,4,3.94,0.79,3.15
